Frame Attached,Frame Detached,Average Vertical Position,Average Horizontal Position,Starting Vertical Position,Starting Horizontal Position,Final Vertical Position,Final Horizontal Position
35,74,789.2783646903227,1068.0208693870968,788.8813559,1075.335593,789.6130653,1053.914573
35,35,874.6610169,529.6949153,874.6610169,529.6949153,874.6610169,529.6949153
36,184,458.2982625020978,962.3105082692309,461.0223048,955.7620818,454.3385827,970.7637795
36,52,772.5269498666667,96.03632050333334,773.4939759,101.6666667,774.5714286,104.5714286
36,62,902.6688431090909,470.5622337772727,895.1764706,495.0931373,903.6617647,442.6029412
36,36,460.5833333,958.3333333,460.5833333,958.3333333,460.5833333,958.3333333
37,37,288.6203704,894.5925926,288.6203704,894.5925926,288.6203704,894.5925926
38,52,139.63461452857143,798.9891708000001,136.4358974,824.4871795,142.2020202,780.0909091
40,40,860.7365591,476.1344086,860.7365591,476.1344086,860.7365591,476.1344086
41,42,72.49326508499999,277.93211205,72.796875,278.3125,72.18965517,277.5517241
41,41,624.2055556,16.81666667,624.2055556,16.81666667,624.2055556,16.81666667
42,42,862.68,428.3066667,862.68,428.3066667,862.68,428.3066667
43,46,856.4195411999999,407.37735707499996,856.3359375,427.6328125,857.9836066,392.5409836
43,73,902.1879366599999,640.9971475366667,897.5096774,664.5483871,903.9888889,614.4
43,43,1007.654321,1341.703704,1007.654321,1341.703704,1007.654321,1341.703704
44,44,799.7258065,1030.169355,799.7258065,1030.169355,799.7258065,1030.169355
44,44,1000.656151,1339.608833,1000.656151,1339.608833,1000.656151,1339.608833
46,59,712.1748469083333,1340.2018559166668,713.0350877,1347.561404,712.6127168,1323.82659
46,83,805.55459655625,1006.6863560187501,805.4957983,1026.172269,805.3623188,998.2125604
46,63,990.4786548625,1320.5609825000001,992.9413919,1339.89011,993.5151515,1300.80303
47,75,822.4149124730768,786.8363824653844,821.0634921,822.6547619,821.2685185,744.2916667
48,49,851.59452945,361.82277495,852.0918367,362.8469388,851.0972222,360.7986111
50,84,891.3627942321428,118.7229900717857,891.9329897,153.4484536,894.1555556,65.53333333
52,52,76.53846154,212.2115385,76.53846154,212.2115385,76.53846154,212.2115385
52,52,994.6923077,1221.576923,994.6923077,1221.576923,994.6923077,1221.576923
53,136,1046.1363190526315,1125.611048868421,1046.893617,1206.106383,1047.409091,1020.477273
55,55,990.8924731,1172.516129,990.8924731,1172.516129,990.8924731,1172.516129
56,117,457.1329556156863,643.4890291450981,455.7480916,857.648855,456.2957746,463.0211268
56,87,769.7252173222222,73.15580324777778,768.9444444,76.63131313,768.837037,71.94074074
56,83,776.4540979428572,102.73880738571427,774.827957,103.9569892,778.0,101.1978022
58,82,1028.5989798181818,490.51431383636356,1027.043269,504.4663462,1028.898551,484.7584541
59,63,991.18372196,1101.6298058,990.3410853,1120.72093,995.25,1085.479167
60,60,81.29896907,172.6701031,81.29896907,172.6701031,81.29896907,172.6701031
60,60,153.6596639,871.4117647,153.6596639,871.4117647,153.6596639,871.4117647
60,60,184.7548077,865.8076923,184.7548077,865.8076923,184.7548077,865.8076923
62,76,873.3495179076924,927.0449177230769,868.4792627,959.1336406,879.1728395,908.3333333
63,63,855.9166667,229.2307692,855.9166667,229.2307692,855.9166667,229.2307692
63,74,895.4245953000001,423.54962263749997,896.4978723,438.012766,894.877551,402.6326531
65,69,865.8357454000001,169.4182665,866.5263158,180.7368421,865.3636364,161.8636364
65,73,993.5114577222222,1255.8844554444445,993.7956522,1270.030435,991.7162162,1251.675676
66,66,73.11111111,127.3518519,73.11111111,127.3518519,73.11111111,127.3518519
66,138,457.8902031114286,71.83334014987145,462.1707317,161.2682927,459.0943396,1.339622642
66,67,992.8946559999999,1006.6990171,992.509009,1015.216216,993.280303,998.1818182
67,67,138.7668712,1030.742331,138.7668712,1030.742331,138.7668712,1030.742331
67,67,641.3559322,5.593220339,641.3559322,5.593220339,641.3559322,5.593220339
68,87,809.4577999307693,140.63655864615384,809.1147541,165.5737705,806.4186992,109.4674797
69,69,146.0238095,1204.261905,146.0238095,1204.261905,146.0238095,1204.261905
69,69,995.7945205,962.9863014,995.7945205,962.9863014,995.7945205,962.9863014
72,72,78.11801242,94.72049689,78.11801242,94.72049689,78.11801242,94.72049689
72,72,903.2692308,412.5641026,903.2692308,412.5641026,903.2692308,412.5641026
73,77,462.11751902,23.7234771424,460.9731801,38.28735632,460.7695473,7.897119342
74,74,712.2286996,1297.161435,712.2286996,1297.161435,712.2286996,1297.161435
74,188,746.8273642868132,1293.7087292967033,753.8488372,1293.052326,743.3834951,1290.849515
74,153,1028.028192015873,492.3854189666667,1026.456376,504.0067114,1028.947489,489.4817352
75,85,995.8590925333333,1194.7613657777779,997.1845238,1202.952381,991.5436893,1187.854369
77,206,810.307014602564,516.8782287358974,827.3253589,739.8708134,802.9006849,347.0410959
77,84,911.555772,596.1772871333333,912.9,611.06,910.5595238,588.2380952
78,84,77.551933158,34.88815875,75.88709677,52.48387097,76.64705882,16.41176471
78,79,995.58215465,811.2343234499999,997.4761905,814.1666667,993.6881188,808.3019802
79,88,13.537108194700002,1275.5379263,8.24691358,1314.141975,20.3,1235.685714
79,80,888.41379685,372.41684829999997,888.3951613,372.766129,888.4324324,372.0675676
82,225,371.7589332169117,610.8226875117648,370.3259912,745.5154185,368.3885135,544.7364865
83,83,796.1895911,1024.910781,796.1895911,1024.910781,796.1895911,1024.910781
83,161,881.8833892661764,294.2475340264706,894.453125,358.90625,879.7436975,181.5798319
83,83,993.75,736.9558824,993.75,736.9558824,993.75,736.9558824
85,138,888.0109654102565,771.7729705538462,876.3695652,854.3869565,900.0232558,655.6744186
86,86,949.5140845,558.528169,949.5140845,558.528169,949.5140845,558.528169
86,112,978.3667499038462,1096.408075423077,987.9090909,1140.339713,971.5527426,1049.924051
87,87,2.402298851,1340.206897,2.402298851,1340.206897,2.402298851,1340.206897
87,100,994.5378938166665,639.3100370083333,994.8571429,692.8333333,996.8723404,572.0
89,162,717.6941642808824,1122.2538492838235,709.5827815,1260.649007,720.7488789,992.0313901
89,206,885.5218522921349,984.7428760213485,883.5512821,1130.038462,888.5037037,825.1259259
89,100,907.8089913090909,37.23491235454546,907.967033,48.03296703,906.6060606,15.4040404
90,173,138.2558381072289,570.5657917457831,140.4711111,682.2888889,137.1890547,445.9651741
91,108,134.8059545,940.24000095,134.245098,963.8431373,134.0797101,912.7753623
91,148,383.60639811454536,519.4596331654546,389.6550218,680.9694323,380.6395349,355.3217054
92,337,621.1247954917949,347.1683669662051,619.1690141,582.600939,609.5795455,13.62784091
93,234,73.96934837335768,123.06866598568615,72.87387387,261.3558559,77.52941176,3.023529412
93,93,904.5681818,673.9318182,904.5681818,673.9318182,904.5681818,673.9318182
93,96,973.179485325,12.979051053,971.8387097,17.78064516,971.9936709,7.056962025
94,94,11.49315068,1100.054795,11.49315068,1100.054795,11.49315068,1100.054795
97,98,2.035208497,1233.621951,2.338709677,1236.0,1.731707317,1231.243902
100,100,644.46875,164.4375,644.46875,164.4375,644.46875,164.4375
101,120,772.6642426000001,92.17829980500001,774.048951,101.7342657,771.7055838,79.99238579
101,111,784.1400549428572,956.8560883428571,788.3375,967.8916667,784.0353698,948.4790997
101,103,797.87143295,78.110446575,798.4596491,79.1754386,797.2832168,77.04545455
101,120,902.9098742625,515.53646945,904.5592105,538.1644737,904.994186,501.4476744
102,102,902.804878,642.3414634,902.804878,642.3414634,902.804878,642.3414634
103,106,1.987804878,1182.97561,1.414634146,1192.878049,2.56097561,1173.073171
103,126,952.4724786,499.05058805,953.8325581,527.9534884,950.8958333,484.4041667
105,105,1008.444444,22.16049383,1008.444444,22.16049383,1008.444444,22.16049383
105,105,1011.714286,67.22142857,1011.714286,67.22142857,1011.714286,67.22142857
106,165,416.7993730983334,1147.5574073833334,418.5,1194.282787,418.4830508,1099.576271
107,457,815.4771614169642,869.5751582303571,805.588,1002.32,834.541502,442.1541502
107,107,907.0,1312.857143,907.0,1312.857143,907.0,1312.857143
108,108,652.0465116,158.3488372,652.0465116,158.3488372,652.0465116,158.3488372
108,109,905.10483015,1312.202381,905.2929936,1313.0,904.9166667,1311.404762
110,112,772.5633434666667,1345.771298,772.3777778,1347.911111,771.989418,1343.820106
110,135,790.8965977375,26.008692321875003,791.7093426,64.1384083,792.2698962,13.03114187
111,136,952.45672958,953.93091123,951.0,987.9378882,951.8103896,914.812987
111,118,892.356892625,1260.08625175,892.8888889,1282.666667,894.7,1243.0625
112,112,3.065217391,1102.021739,3.065217391,1102.021739,3.065217391,1102.021739
112,152,989.8072937060606,251.04931593848485,992.3621622,454.5351351,984.4271845,44.23300971
113,113,885.2058824,1270.955882,885.2058824,1270.955882,885.2058824,1270.955882
114,162,211.5452520387755,351.15200411632645,208.1575092,394.1538462,215.0547945,305.5890411
114,114,964.2070707,1028.90404,964.2070707,1028.90404,964.2070707,1028.90404
115,115,903.368932,609.0097087,903.368932,609.0097087,903.368932,609.0097087
116,116,2.216216216,1069.432432,2.216216216,1069.432432,2.216216216,1069.432432
116,468,640.3450900255474,169.32223049270073,646.8865979,161.6185567,627.4684385,179.5980066
116,133,1010.9171632,18.789188632666665,1013.737828,40.4906367,1011.206349,1.698412698
117,127,956.1413096600002,995.2482384799999,958.9631148,1012.077869,952.528,972.964
118,120,452.3043453,448.85008575,450.0363636,451.9454545,454.572327,445.754717
119,119,2.946236559,1038.526882,2.946236559,1038.526882,2.946236559,1038.526882
120,392,447.2287391089286,403.3534990955357,453.5633188,416.8253275,442.0496183,394.1221374
120,151,772.21082413,90.326884866,774.0227273,105.2954545,773.2857143,73.78571429
120,127,787.32418834,904.71862556,787.424812,918.3308271,787.471223,896.3021583
120,127,798.952145575,943.181984525,801.6025641,951.5042735,798.9345455,939.3490909
120,121,902.5491339499999,1220.642453,902.9275362,1220.797101,902.1707317,1220.487805
121,124,929.5976001250001,399.87000854999997,928.5044643,402.9285714,930.2265625,398.0664063
123,123,889.4045802,1212.099237,889.4045802,1212.099237,889.4045802,1212.099237
123,123,942.4889868,529.5022026,942.4889868,529.5022026,942.4889868,529.5022026
124,125,4.325015893,971.1317546,5.038461538,977.3461538,3.611570248,964.9173554
125,127,187.08660496666667,861.5274460666666,187.1978022,861.7435897,186.8844765,861.5054152
125,156,771.7285417799998,1150.0528906000002,770.5373665,1261.604982,773.103321,1048.346863
125,127,909.30069015,485.60179435,910.0966184,488.2512077,908.5047619,482.952381
125,126,937.0822163,520.79990825,936.9558233,521.7951807,937.2086093,519.8046358
125,127,938.6984496,440.7356589,940.1023256,448.3627907,937.2945736,433.1085271
126,126,144.7692308,864.3846154,144.7692308,864.3846154,144.7692308,864.3846154
127,134,2.090389783285714,894.4007263142859,2.9375,928.8875,2.905263158,872.9578947
127,127,462.1571429,385.7380952,462.1571429,385.7380952,462.1571429,385.7380952
128,128,446.04,712.26,446.04,712.26,446.04,712.26
129,194,714.1422884621211,88.9043434179697,715.4685039,180.5314961,717.8969072,3.195876289
130,130,600.0,554.8780488,600.0,554.8780488,600.0,554.8780488
131,140,463.0191888833333,310.8059651666667,460.9462366,352.8924731,464.7980296,281.0640394
131,131,502.673913,598.0869565,502.673913,598.0869565,502.673913,598.0869565
133,299,618.1385174864001,454.9428434184,620.4625,653.6625,608.0241692,146.5075529
134,144,885.128511575,1122.6039655,886.580292,1145.361314,884.9047619,1088.85034
134,171,925.1774769833333,313.3402111666667,924.6434783,377.2956522,927.915493,258.1478873
135,138,337.30544215,520.3993197,338.7333333,529.5333333,335.877551,511.2653061
135,143,902.3970308249999,523.6139185249999,903.4193548,540.7634409,901.8367347,516.3673469
137,137,961.5111111,914.4444444,961.5111111,914.4444444,961.5111111,914.4444444
139,145,379.7519467142857,320.9844033285714,379.979798,328.0757576,380.7793103,317.4103448
139,156,899.5087039705883,611.2926796588235,905.1085714,641.4685714,895.4,573.3375
139,238,1017.2407702674418,1192.4329473500002,1003.119565,1346.956522,1030.193893,989.2732824
140,294,953.620742464486,1148.0096311429907,942.6190476,1347.833333,969.2754237,852.1313559
141,142,1.4916666665,777.2941288,1.583333333,780.4791667,1.4,774.1090909
141,183,603.6382489883722,1309.5639233488373,602.902439,1347.414634,603.044,1270.936
142,173,465.54449662258054,135.10844618977418,471.1585366,249.8414634,465.5961538,2.798076923
142,160,793.840355917647,1331.4740144117648,790.9011858,1337.687747,795.6350365,1325.448905
143,149,140.72713327142858,807.2891069714286,139.4508197,819.7131148,138.2,792.2153846
144,155,599.1221906333334,532.3024200333333,598.9333333,532.9555556,599.046875,532.15625
146,154,94.9962552411111,1075.9853771111111,96.22761194,1091.190299,93.78440367,1066.990826
146,146,936.9465753,464.8561644,936.9465753,464.8561644,936.9465753,464.8561644
147,159,16.015133607692313,1336.3246673846154,16.33846154,1347.153846,20.38888889,1316.677778
147,150,156.062500075,739.9760401,156.1530815,743.4552684,157.85,740.4795455
147,193,975.2317474078949,231.007811081579,979.1706485,285.4027304,970.6342412,176.0972763
148,179,875.5166126607144,60.540596789214284,875.7020408,111.2857143,878.0143541,7.641148325
148,153,880.37406572,1042.5684270000002,878.3277311,1058.789916,883.5775194,1032.48062
148,148,974.2619048,789.4166667,974.2619048,789.4166667,974.2619048,789.4166667
149,150,947.5126590499999,867.71438005,947.4197031,868.5303644,947.605615,866.8983957
150,150,309.2380952,746.9761905,309.2380952,746.9761905,309.2380952,746.9761905
150,153,1008.94717875,1162.504355,1006.954545,1167.875,1009.430034,1157.959044
151,209,504.55676710588244,342.9494202254902,502.04,342.7666667,509.5,334.4615385
151,213,520.234999326984,216.56658027777777,516.5588235,294.7588235,533.0289855,135.8224638
151,151,938.5306122,864.3294461,938.5306122,864.3294461,938.5306122,864.3294461
151,151,959.369863,862.8321918,959.369863,862.8321918,959.369863,862.8321918
153,155,987.97635945,21.12410036,989.9344262,30.27868852,986.0182927,11.9695122
154,484,514.4131083275472,1248.4749059018868,519.7959184,1347.693878,513.7196653,1228.845188
154,192,948.8201463423078,467.6881144307693,946.099768,465.6705336,951.4594595,470.6689189
155,262,84.19938608914286,934.9400026228573,85.82845188,1057.476987,83.06225681,802.0350195
155,155,634.5729167,296.875,634.5729167,296.875,634.5729167,296.875
156,183,67.84218701821429,30.276254255285714,73.20622568,61.94163424,68.48837209,1.325581395
157,166,355.69133464000004,447.25020231999997,357.5652174,455.3478261,351.9230769,437.2692308
158,159,595.29497355,210.26058204999998,595.1851852,210.7592593,595.4047619,209.7619048
158,175,903.8197857692307,522.0043585769231,903.9038462,546.0448718,903.144,478.192
159,172,162.81773927142856,666.9279656642858,163.9112903,686.8790323,158.6325758,651.4848485
159,166,276.72818425,989.3065041,276.8222222,989.4666667,276.6341463,989.1463415
159,163,351.36226800000003,436.52542893333333,350.9347826,437.6086957,351.8780488,434.7073171
159,165,603.1357530571429,4.255859452,603.2653061,3.040816327,603.0441176,4.573529412
159,159,644.2,303.0923077,644.2,303.0923077,644.2,303.0923077
159,184,956.3159114294117,716.8993483999999,957.6680672,780.6554622,955.0245399,655.7341513
161,161,447.516129,595.9354839,447.516129,595.9354839,447.516129,595.9354839
162,162,342.5576923,1347.884615,342.5576923,1347.884615,342.5576923,1347.884615
162,162,789.4054054,799.3359073,789.4054054,799.3359073,789.4054054,799.3359073
162,162,806.828,843.72,806.828,843.72,806.828,843.72
162,162,918.8383838,392.6707071,918.8383838,392.6707071,918.8383838,392.6707071
162,162,930.8381743,339.8630705,930.8381743,339.8630705,930.8381743,339.8630705
162,162,945.1744681,366.3404255,945.1744681,366.3404255,945.1744681,366.3404255
162,294,955.7396062144579,892.7092938698793,950.3467742,1016.350806,965.3023256,715.0387597
162,162,964.1480263,824.5526316,964.1480263,824.5526316,964.1480263,824.5526316
162,187,1025.2596496875,416.30629373749997,1022.037471,467.0655738,1025.697789,376.0786241
162,316,1032.0372168181818,496.1616570795455,1028.397683,497.015444,1036.096491,494.2807018
162,166,1043.9111269999999,1103.0228685,1043.377049,1108.306011,1044.445205,1097.739726
163,163,49.73207547,862.0188679,49.73207547,862.0188679,49.73207547,862.0188679
163,286,313.32538892439027,612.6650195536586,317.3370787,763.8838951,302.0071174,469.1174377
163,201,390.02209980625,1159.24541178125,387.5551601,1195.30605,383.3962264,1117.2
164,164,350.4468085,212.5319149,350.4468085,212.5319149,350.4468085,212.5319149
165,219,155.9153141888889,738.9818034266668,156.2740214,737.6370107,155.9717514,739.8700565
166,185,1014.3558075999999,1078.5183872,1011.031746,1113.996825,1017.2589,1047.860841
168,177,863.5046940999999,181.30793987500002,861.4893617,189.9468085,867.3857678,169.3707865
169,192,953.4194854444445,768.7715845444445,950.4756554,797.0805243,954.9236641,710.6068702
170,264,725.7681243779411,755.1204624367647,722.6431718,960.1762115,733.6970954,555.3443983
170,190,769.90501766875,884.2200872875001,771.2801724,946.9008621,771.5985663,807.5017921
171,171,284.4883721,369.6976744,284.4883721,369.6976744,284.4883721,369.6976744
172,259,356.4284143857143,258.85523707,357.0912698,267.031746,350.9636804,230.7239709
172,173,386.81738325000003,220.33769995,387.1203156,221.877712,386.5144509,218.7976879
172,308,822.4553759219781,394.2045389538462,821.1548673,617.7522124,817.2483221,101.4932886
172,179,866.5229203250001,862.925142825,868.5531915,886.2340426,866.5080645,840.5241935
173,175,281.51689680000004,370.43059595,280.6744186,379.7674419,282.359375,361.09375
173,173,948.3189189,355.5081081,948.3189189,355.5081081,948.3189189,355.5081081
173,173,949.7022901,333.9160305,949.7022901,333.9160305,949.7022901,333.9160305
173,173,774.9333333,71.33333333,774.9333333,71.33333333,774.9333333,71.33333333
174,174,300.2941176,146.7254902,300.2941176,146.7254902,300.2941176,146.7254902
174,185,801.0004385599999,794.5706242399999,799.2,800.3704348,800.9333333,786.0666667
174,274,1045.7616787777777,763.104579488889,1047.293103,917.1034483,1047.471698,608.2641509
175,264,210.3015325394366,133.20691995305637,207.8318182,226.7272727,215.6,2.125
175,175,282.4305556,1052.347222,282.4305556,1052.347222,282.4305556,1052.347222
175,175,311.6603774,597.2830189,311.6603774,597.2830189,311.6603774,597.2830189
175,203,607.5616572300002,1317.9014591500002,604.9032258,1346.822581,609.6551724,1259.62069
175,177,947.8235048,656.6778846,947.7715517,657.125,947.8754579,656.2307692
175,185,1042.2394605,1049.416336,1042.478261,1067.502415,1041.345992,1025.632911
176,176,452.2045455,549.4545455,452.2045455,549.4545455,452.2045455,549.4545455
177,177,420.3809524,1048.027211,420.3809524,1048.027211,420.3809524,1048.027211
177,177,771.7100372,108.6096654,771.7100372,108.6096654,771.7100372,108.6096654
177,190,785.2739959999999,1328.764006,782.9090909,1343.877005,786.8203704,1318.192593
177,177,793.3424658,1321.941781,793.3424658,1321.941781,793.3424658,1321.941781
177,177,921.1434426,240.7254098,921.1434426,240.7254098,921.1434426,240.7254098
177,177,964.1501832,779.8901099,964.1501832,779.8901099,964.1501832,779.8901099
177,177,973.1555556,452.2,973.1555556,452.2,973.1555556,452.2
178,203,367.7687058421053,1078.5495201578947,369.5629371,1078.486014,363.5384615,1077.210059
178,182,391.64116124,749.3390517400001,391.4240506,751.2974684,392.2056962,747.4556962
178,180,953.8950733666667,663.7414264666667,953.2854442,664.0793951,954.176699,663.2679612
178,182,949.6227210999999,1313.2504763333334,951.02,1333.4,947.2081633,1290.771429
179,182,810.7696796,147.447028575,808.587156,149.8348624,812.5301724,145.3663793
179,180,896.1886611,457.91422345,895.4923664,458.1603053,896.8849558,457.6681416
179,179,945.5988701,1318.169492,945.5988701,1318.169492,945.5988701,1318.169492
179,181,969.8180847,584.3129856,968.2323232,592.520202,971.4038462,576.1057692
181,195,940.80989004,247.7885444,934.2629482,269.8286853,946.3333333,234.4964539
181,181,955.2568807,318.2431193,955.2568807,318.2431193,955.2568807,318.2431193
181,181,775.5,72.33333333,775.5,72.33333333,775.5,72.33333333
182,231,1014.5385753461537,1046.7121163730767,1021.714286,1128.642857,1013.083636,911.8436364
183,218,393.0456188290323,695.140931048387,397.2759857,736.3942652,398.0083195,630.6988353
183,184,420.90652745,1009.5190835000001,421.2740214,1011.227758,420.5390335,1007.810409
183,197,421.6238357066666,1046.1454358666665,422.6140351,1066.982456,418.4816327,1027.971429
183,214,594.7312291347826,37.479727080652175,586.2542373,88.23728814,599.3835616,1.506849315
183,194,1023.821657375,1331.3838056250002,1020.76378,1345.433071,1026.519481,1300.287879
184,277,382.2330192465753,147.58574952054795,379.9197324,204.8963211,384.5345455,136.8727273
184,210,387.39671378800006,79.25294415672,385.5289575,154.1660232,387.2421875,3.890625
184,203,596.5712367909091,1253.7711416363636,598.0143541,1266.593301,591.8576271,1231.132203
188,311,329.8140302896907,879.6750680505155,331.8553191,1017.459574,329.5,831.5789474
188,213,867.0669679954545,121.28071292727273,865.6350365,127.2810219,866.1156716,111.4626866
188,195,866.7702890333334,769.4508931,868.2025316,786.0253165,864.4682081,751.8815029
188,188,954.4679245,219.1584906,954.4679245,219.1584906,954.4679245,219.1584906
188,188,970.8216783,510.6398601,970.8216783,510.6398601,970.8216783,510.6398601
188,188,973.0635452,749.5652174,973.0635452,749.5652174,973.0635452,749.5652174
188,259,960.530264044186,1225.9157325348838,974.2173913,1347.391304,945.7799228,1071.200772
188,201,1015.6718214,352.51312158,1017.888889,375.4355556,1013.215385,334.8307692
188,195,1036.719944,362.31730975,1036.527607,372.5337423,1036.912281,352.1008772
189,189,279.1590909,360.5454545,279.1590909,360.5454545,279.1590909,360.5454545
189,189,447.7272727,512.0909091,447.7272727,512.0909091,447.7272727,512.0909091
189,212,872.5648505647058,39.09552273470588,875.1717557,76.75572519,868.7122642,6.882075472
190,190,814.2884615,511.9278846,814.2884615,511.9278846,814.2884615,511.9278846
190,201,813.7088275333332,744.7937713000001,815.8566308,760.7598566,812.0078431,727.372549
190,191,948.98459585,656.5221016,948.9728682,656.4302326,948.9963235,656.6139706
191,191,718.0681818,603.3863636,718.0681818,603.3863636,718.0681818,603.3863636
191,193,943.2933935000001,589.5238664333334,943.25,601.7075472,942.9353448,582.6293103
191,218,945.7126935866667,485.3117285133333,945.5660377,533.3962264,951.5831435,468.7220957
192,192,918.0,201.8659218,918.0,201.8659218,918.0,201.8659218
192,192,968.8102564,452.7076923,968.8102564,452.7076923,968.8102564,452.7076923
193,233,1026.2573051875002,952.6158406562499,1030.597496,1013.449016,1021.118321,878.0737913
