Cell Number,Frame,Vertical Position,Horizontal Position
46,15,864.9240506,724.2658228
20,15,876.5156951,1307.600897
21,15,885.3184932,210.5513699
22,15,909.6153846,546.1237458
23,15,911.4076433,878.7006369
43,15,953.3571429,166.147619
25,15,1009.263736,276.2710623
38,15,1019.910112,532.9194757
27,15,1044.953488,1265.046512
0,16,47.69387755,851.1428571
47,16,182.9319728,865.7823129
5,16,363.56,308.3244444
6,16,368.5862069,1081.017241
8,16,453.4681648,249.9775281
7,16,456.4808511,1094.391489
10,16,495.87251,348.0756972
12,16,638.4258555,58.2661597
13,16,643.0748899,704.2114537
14,16,656.5432099,1088.228395
16,16,762.9420849,16.16216216
17,16,771.4307497,86.08259212
40,16,793.095064,1070.731261
18,16,822.5520505,881.807571
19,16,825.3091483,247.5962145
20,16,876.042471,1302.818533
21,16,885.4633333,209.8166667
22,16,910.1151316,545.9967105
23,16,913.1400966,877.1352657
43,16,955.5915493,143.3802817
25,16,1008.798535,275.5128205
38,16,1017.729412,531.0369748
1,17,156.5745856,201.281768
2,17,154.6478873,730.8591549
3,17,175.6981132,284.6981132
47,17,183.1973094,865.6143498
4,17,332.6190476,57.44761905
5,17,363.4375,307.375
6,17,369.3374613,1080.219814
8,17,454.219917,249.846473
7,17,456.9285714,1092.340336
10,17,495.9475806,348.2298387
45,17,576.6326531,112.0459184
12,17,638.7017544,57.47368421
13,17,642.9358974,703.8974359
14,17,656.7429467,1087.952978
16,17,762.9516729,15.53531599
17,17,772.2323492,85.44030809
40,17,793.2220217,1071.287004
18,17,823.4674556,880.1301775
19,17,825.8642384,247.3410596
20,17,876.0090909,1299.236364
21,17,885.6345515,209.4451827
22,17,910.6283784,545.402027
23,17,912.566474,876.3988439
43,17,955.0722892,133.8915663
25,17,1005.365145,265.0912863
38,17,1018.30292,529.75
48,18,70.23076923,382.3269231
1,18,157.4452055,200.8219178
3,18,174.5526316,284.9473684
4,18,333.4468085,54.53191489
5,18,363.5866667,306.8355556
6,18,369.4921136,1079.940063
8,18,453.8880309,249.8146718
7,18,456.5756303,1084.512605
10,18,495.8821138,347.9105691
45,18,578.5099338,105.0397351
12,18,637.9928826,57.36654804
13,18,642.9159292,703.9159292
14,18,656.6699029,1087.883495
16,18,763.0148699,14.6133829
17,18,771.8793325,85.54942234
40,18,793.0274223,1070.941499
18,18,823.6848485,876.6666667
19,18,825.498452,247.6006192
49,18,861.65625,672.36875
21,18,885.5239852,208.2583026
50,18,902.7410359,701.752988
22,18,913.588015,544.3445693
23,18,911.7291667,874.8472222
43,18,950.6041667,119.6736111
25,18,1005.203125,263.9960938
38,18,1022.262626,523.4882155
27,18,1044.051948,1272.493506
48,19,72.26760563,381.1971831
1,19,156.6226415,200.8301887
2,19,154.5460993,730.9858156
4,19,333.2777778,54.94444444
5,19,363.73,305.84
6,19,369.1484848,1080.515152
8,19,453.9051095,249.1970803
7,19,456.0130435,1082.417391
10,19,495.5887446,347.047619
45,19,578.3701657,92.13259669
12,19,639.4388186,56.08016878
13,19,642.6767241,704.0474138
14,19,656.8797468,1087.117089
16,19,763.270073,14.2810219
17,19,771.4511278,85.87468672
40,19,792.8761905,1070.76
18,19,824.1595331,872.9961089
19,19,825.778481,247.4746835
49,19,862.9520548,666.4589041
20,19,875.6294643,1296.241071
51,19,875.9204545,1239.852273
21,19,886.0035971,207.4748201
50,19,902.6434426,701.5819672
22,19,913.6956522,543.807971
43,19,952.832,108.232
25,19,1006.561475,262.4303279
38,19,1020.164384,517.6917808
27,19,1043.804878,1272.560976
1,20,157.5176471,200.7411765
2,20,155.0230769,730.9
3,20,173.4285714,284.5054945
47,20,182.7925532,866.143617
5,20,363.6523605,305.5450644
6,20,369.804878,1079.792683
8,20,454.2359551,248.4007491
7,20,457.5737705,1076.622951
10,20,495.6970954,347.4356846
12,20,638.9026217,56.29213483
13,20,642.2267206,703.7894737
14,20,658.2392857,1086.532143
16,20,762.7116105,14.33333333
17,20,771.7108434,84.82597055
40,20,792.9349904,1070.692161
18,20,823.5288462,870.7019231
19,20,825.82263,247.3914373
49,20,861.5953757,658.0115607
51,20,874.352657,1240.7343
20,20,875.5565611,1295.488688
21,20,888.1448276,204.4551724
50,20,902.5258964,701.2430279
22,20,913.0485437,543.0744337
23,20,911.7541899,868.1340782
43,20,952.4748858,103.3242009
25,20,1005.99631,260.8708487
1,21,158.6527778,200.4583333
2,21,154.5724638,730.8043478
3,21,173.816,284.304
5,21,364.9107981,304.2629108
6,21,370.2839506,1079.679012
8,21,454.4153846,247.7615385
7,21,455.3666667,1071.955556
10,21,495.4782609,347.5826087
45,21,578.7,66.24583333
12,21,638.4814815,54.96296296
13,21,642.1701245,703.6058091
14,21,658.0673401,1085.003367
16,21,762.6729323,14.04511278
17,21,771.9299124,84.62202753
40,21,792.8733205,1070.648752
18,21,824.4818841,869.0289855
19,21,825.9329073,247.4185304
49,21,864.8534483,646.887931
51,21,874.3661017,1236.023729
20,21,875.6088889,1292.902222
21,21,889.1624549,203.5451264
50,21,902.9885057,695.7298851
22,21,913.1875,542.0902778
23,21,911.4104046,866.9942197
43,21,952.1660079,88.47035573
25,21,1004.466418,257.7126866
38,21,1024.166667,507.6455026
1,22,157.4832215,200.0201342
2,22,154.9823009,730.7522124
3,22,175.7230769,285.1076923
47,22,183.3755869,866.0328638
4,22,332.1875,56.3375
5,22,365.4651163,303.655814
6,22,369.9757576,1079.293939
8,22,454.6762295,247.557377
7,22,453.5,1063.887255
10,22,495.7137097,348.0846774
45,22,576.879845,56.47674419
13,22,641.8049793,704.1244813
14,22,658.6729323,1085.68797
16,22,762.5795455,14.08712121
17,22,771.8049415,84.19245774
40,22,792.4698113,1070.371698
18,22,823.3632959,866.4681648
19,22,825.8927445,247.0851735
49,22,862.9381443,639.3917526
20,22,875.6637168,1291.995575
51,22,879.3726708,1225.360248
21,22,891.2431373,196.6313725
50,22,902.0511811,694.7952756
22,22,917.2290323,533.0322581
23,22,912.0816327,866.3265306
43,22,952.5325203,83.70731707
25,22,1004.076655,257.2299652
47,23,183.2151899,866.8227848
4,23,331.5833333,55.14583333
5,23,365.3456221,302.6313364
6,23,369.8006135,1079.095092
8,23,454.480315,247.015748
7,23,453.9941176,1059.905882
10,23,495.5447154,347.7195122
45,23,577.1683849,50.51546392
12,23,634.1263736,48.95054945
13,23,641.3698113,704.3584906
14,23,658.6588235,1085.14902
16,23,762.5824176,13.81318681
17,23,771.6301189,83.61030383
40,23,792.2523191,1070.333952
18,23,823.5345455,864.08
19,23,827.0853242,245.7542662
20,23,875.6062992,1289.326772
51,23,880.2083333,1221.2375
21,23,891.5058824,195.0745098
50,23,905.4471154,690.0961538
22,23,917.6992754,530.7536232
23,23,912.0756303,863.3445378
43,23,952.5725806,81.45967742
25,23,1004.348592,256.5422535
38,23,1025.515254,497.020339
1,24,157.5895954,199.8439306
2,24,155.5147929,729.9467456
3,24,176.3975904,285.2771084
4,24,334.725,54.075
5,24,364.3652174,301.2565217
6,24,369.9047619,1079.353741
8,24,454.5433071,246.7480315
7,24,454.7151899,1057.386076
10,24,495.3410853,348.2209302
45,24,576.6750903,39.95306859
12,24,636.759434,47.80660377
13,24,641.7389381,703.6637168
14,24,658.28,1082.528889
16,24,762.8239437,13.78521127
17,24,771.2933151,82.89358799
40,24,792.2795918,1070.157143
18,24,823.4505495,859.3333333
19,24,828.3591549,244.2007042
49,24,865.8636364,618.3181818
20,24,873.9242424,1285.257576
51,24,879.5288889,1218.951111
21,24,891.0905172,193.5
50,24,905.7647059,689.0497738
22,24,916.6350365,528.919708
23,24,911.5705882,862.6705882
43,24,952.3975904,67.93574297
25,24,1004.198529,255.1360294
38,24,1025.524957,496.5628227
27,24,1045.560345,1267.301724
2,25,155.75,730.0113636
3,25,175,283.5244755
47,25,183.84689,865.9569378
4,25,333.7241379,53.87931034
5,25,364.9433198,300.2753036
6,25,369.7953795,1079.267327
8,25,454.9057377,246.7459016
7,25,453.8551724,1053.144828
10,25,495.1152263,348.090535
45,25,576.9166667,23.4
12,25,636.875,46.40972222
13,25,641.4844444,703.6666667
52,25,641.6326531,171.8503401
14,25,658.0044444,1080.586667
16,25,762.2910448,13.30223881
17,25,771.0475436,88.89698891
40,25,792.1750503,1070.259557
18,25,825.6433121,853.6910828
19,25,830.53125,239.65625
49,25,859.704918,615.3879781
20,25,872.3795918,1281.118367
51,25,877.4881517,1218.265403
50,25,906.3834586,686.8721805
22,25,916.0635452,527.7090301
23,25,911.2922078,861.5519481
43,25,952.2514286,51.26285714
25,25,1004.805447,253.6848249
38,25,1025.452504,496.5267703
2,26,154.2237762,729.7202797
53,26,162.5473684,196.2894737
3,26,174.9354839,283.5725806
5,26,365.1236364,298.4654545
6,26,370.5360502,1079.169279
8,26,454.8230453,246.5843621
7,26,455.3714286,1051.428571
10,26,495.1098039,347.9607843
45,26,577.8410853,24.10852713
12,26,637.3857868,46.21827411
13,26,641.2669683,703.3710407
14,26,658.3244444,1080.306667
16,26,762.345098,12.58823529
17,26,771.0736,88.952
40,26,791.9657258,1070.278226
18,26,825.6547231,853.3648208
19,26,830.3503401,238.1394558
49,26,862.928934,608.6395939
20,26,871.8148148,1278.374486
51,26,876.2996942,1213.697248
21,26,890.6920152,186.6768061
50,26,905.807309,684.538206
23,26,908.5878788,858.8363636
22,26,914.627907,524.5182724
43,26,953.3571429,21.33540373
25,26,1004.772201,251.8571429
38,26,1025.369527,496.3905429
2,27,154.6603774,729.7924528
53,27,162.4932432,194.5540541
3,27,174.5159236,284.1019108
4,27,333.04,53.64
5,27,365.0743802,296.661157
6,27,371.0876623,1078.931818
8,27,455.1638655,246.3445378
10,27,495.0748031,347.9212598
54,27,630.6666667,100.384058
13,27,641.1642512,703.7246377
14,27,658.4189189,1079.990991
16,27,762.3965517,9.849137931
40,27,792.1663405,1069.258317
18,27,825.6518987,852.8797468
19,27,830.6881356,234.6372881
49,27,862.8395722,608.2941176
20,27,872.8416667,1276.495833
51,27,876.0580205,1212.805461
21,27,890.3949275,185.9782609
23,27,908.1036585,858.1768293
22,27,913.7737226,523.2919708
43,27,953.9170124,12.9626556
25,27,1004.953191,249.3446809
38,27,1026.32107,495.8829431
27,27,1043.015385,1264.930769
55,28,46.76785714,852.0535714
2,28,155.4969325,729.5337423
3,28,175.0567376,283.9007092
4,28,334.4666667,52.84444444
5,28,365.6108108,295.1297297
6,28,371.1354839,1078.803226
8,28,454.7826087,245.6086957
7,28,457.0504202,1036.12605
10,28,494.8515625,348.109375
45,28,580.6,8.584
12,28,637.8471338,43.89171975
13,28,641.4355556,703.3955556
52,28,642.7708333,170.9583333
14,28,658.2564103,1079.354701
56,28,748.0900474,1294.682464
16,28,762.3104839,9.048387097
17,28,770.6730159,88.2968254
40,28,792.2104208,1069.07014
18,28,826.125,852.3684211
19,28,830.366782,233.0553633
20,28,873.2830189,1275.173585
21,28,890.3661972,185.1408451
50,28,905.3647059,684.2470588
22,28,913.4408602,523.1935484
43,28,953.1338583,9.748031496
25,28,1005.337079,245.7902622
38,28,1027.948963,495.1562998
27,28,1043.8,1264.494118
57,29,70.2195122,330.6585366
2,29,155.5842697,729.6348315
53,29,160.6428571,184.1428571
3,29,173.8382353,283.9264706
5,29,365.1907216,293.3453608
6,29,371.0859375,1079.085938
8,29,454.898374,245.4552846
7,29,455.9727273,1031.763636
10,29,494.6118143,348.535865
45,29,580.3276836,5.372881356
13,29,641.1802575,703.5193133
14,29,658.2895928,1078.904977
56,29,748.3468468,1294.72973
16,29,762.6157205,9.497816594
17,29,770.9904153,89.1086262
18,29,826.6192171,852.0355872
19,29,829.5017301,232.3287197
49,29,863.4259259,593.7962963
20,29,873.1654412,1272.290441
58,29,875.4908425,1180.677656
21,29,889.7077465,183.7429577
50,29,904.9642857,673.9428571
22,29,914.1034483,522.8505747
25,29,1006.172932,244.7293233
38,29,1028.858896,494.541411
27,29,1044.486111,1264.215278
14,29,658,1077.846154
57,30,70.81818182,329.1010101
2,30,155.6526946,729.508982
3,30,174.5846154,283.4153846
5,30,365.4669604,292.6343612
6,30,371.4775087,1078.404844
8,30,455.4220183,244.6651376
7,30,455.9836066,1026.934426
10,30,494.9958159,348.0292887
45,30,580.0084034,5.151260504
54,30,631.2126697,89.90045249
12,30,636.0402299,38.68390805
13,30,641.6973684,703.627193
14,30,658.3715596,1078.495413
56,30,748.6343612,1294.797357
16,30,762.8454545,8.7
17,30,770.6699029,88.61650485
18,30,826.2214533,851.2698962
19,30,829.3050847,231.0542373
49,30,863.6015625,592.8671875
20,30,873.5970149,1271.253731
58,30,875.7580071,1180.775801
21,30,889.4312268,182.7286245
50,30,904.7630662,673.1533101
22,30,913.6851852,522.9555556
25,30,1005.957854,244.5440613
38,30,1029.287267,494.2934783
27,30,1039.646341,1263.5
14,30,657.6923077,1079.230769
2,31,155.8022599,729.8813559
53,31,161.8181818,187.7954545
3,31,174.3071895,283.6666667
5,31,365.2583026,293.1881919
6,31,371.6376812,1078.242754
8,31,456.3157895,242.805668
7,31,456.327044,1020.716981
10,31,494.5205479,347.9680365
13,31,641.4565217,703.3869565
52,31,642.8333333,171.0729167
14,31,658.375,1078
17,31,770.5014925,88.17164179
18,31,827.0351438,850.8466454
19,31,829.295302,230.6543624
20,31,873.9116466,1270.080321
58,31,875.9260563,1180.799296
21,31,888.9233577,181.5547445
50,31,905.5529954,674.4562212
59,31,906.3365385,501.8846154
23,31,912.4482759,849.2528736
25,31,1006.221402,243.9704797
38,31,1029.704362,494.5912763
27,31,1044.227273,1254.876623
2,32,155.6861702,729.643617
3,32,173.6143498,283.044843
5,32,368.0045662,289.7214612
6,32,372.5740741,1078.688272
8,32,455.5565217,240.4
10,32,494.7136929,347.5560166
13,32,642.0980392,703.254902
14,32,658.423913,1076.902174
18,32,827.3580645,850.2612903
19,32,828.7597173,230.0212014
20,32,875.0438247,1265.215139
58,32,876.375,1179.457031
21,32,888.1621622,181.011583
59,32,903.1111111,502.5438596
50,32,905.5849057,669.6264151
23,32,910.6692308,849.2615385
25,32,1006.090909,243.4624506
38,32,1030.304625,494.6411483
27,32,1044.425,1254.01875
55,33,49.29268293,851.6829268
2,33,155.8146067,729.9325843
53,33,158.9736842,182.9912281
3,33,173.3235294,283.0147059
5,33,367.9351852,288.2824074
6,33,372.576779,1078.220974
8,33,456.0737327,238.3686636
10,33,494,347.6220096
13,33,641.2307692,703.2637363
12,33,640.804878,34.24390244
14,33,660.8169014,1076.704225
17,33,770.6174603,88.83492063
18,33,828.8469055,849.8306189
19,33,828.3584229,228.3369176
49,33,865.7333333,566.8666667
20,33,875.1228814,1264.04661
58,33,876.8387097,1172.22043
21,33,886.1751825,179.0766423
50,33,906.0502283,670.2557078
23,33,912.2131148,848.6229508
25,33,1004.129032,241.3104839
38,33,1030.787975,493.931962
27,33,1044.72,1253.766667
55,34,47.59459459,848.8018018
53,34,156.7265625,180.921875
2,34,155.4058824,728.9705882
3,34,173.8659218,283.3519553
5,34,368.6294416,287.1218274
6,34,372.2078853,1077.870968
60,34,441.5133929,911.3080357
8,34,456.5657895,233.4649123
10,34,493.0324675,347.9155844
13,34,642.1933702,703.4972376
14,34,660.8231707,1068.463415
56,34,749.8388889,1294.833333
18,34,828.1800643,848.5948553
19,34,828.003663,227.5164835
20,34,874.9698276,1258.5
58,34,880.8170732,1166.847561
21,34,885.3369565,178.25
50,34,906.3901099,670.5934066
23,34,911.4495413,848.6513761
25,34,1004.029167,240.3208333
27,34,1044.60274,1253.041096
55,35,47.55932203,848.3898305
53,35,158.1697248,178.6880734
2,35,155.6203209,729.3048128
3,35,174.1818182,282.7751196
5,35,370.4047619,282.7857143
6,35,372.8404255,1077.361702
8,35,457.0414938,230.9377593
10,35,493.7329545,347.3238636
61,35,625.3061224,121.3061224
62,35,631.328125,51.984375
