Frame Attached,Frame Detached,Average Eccentricity,Average Size,Average Horizontal Location,Average Vertical Location,rolling?,Starting Vertical Position,Starting Horizontal Position,Final Vertical Position,Final Horizontal Position
699,707,0.523530229,126.7777778,399.1097618,12.23197632,yes,396.3424658,20.71917808,402.1702128,1.744680851
699,711,0.674059078,101.625,904.81054,543.7958388,yes,904.47,543.77,904.1415929,542.5221239
699,699,0.751230645,389.5,123.1428571,547.6428571,no,123.1428571,547.6428571,123.1428571,547.6428571
700,700,0.833853639,151,192.3642384,381.8476821,no,192.3642384,381.8476821,192.3642384,381.8476821
700,700,0.404847605,169,317.3550296,72.78698225,no,317.3550296,72.78698225,317.3550296,72.78698225
700,700,0.706355063,131,374.7099237,681.6564885,no,374.7099237,681.6564885,374.7099237,681.6564885
700,700,0.554936846,148,431.3513514,818.0472973,no,431.3513514,818.0472973,431.3513514,818.0472973
700,700,0.950461377,307,443.9609121,366.0358306,no,443.9609121,366.0358306,443.9609121,366.0358306
700,701,0.761684998,212,442.1014577,425.0977523,no,442.2651163,425.0232558,441.937799,425.1722488
700,700,0.554391374,123,469.9105691,1193.626016,no,469.9105691,1193.626016,469.9105691,1193.626016
701,704,0.857486772,118.5,453.8865983,1258.220701,yes,454.2792208,1262.272727,453.4939759,1254.168675
701,746,0.693744238,151.4411765,905.0354644,1253.110042,no,905,1254.680272,905.3950617,1251.820988
701,702,0.730518149,364,122.3461538,547.2307692,yes,123.2307692,547.9230769,121.4615385,546.5384615
702,702,0.64685966,166,248.2048193,895.8192771,no,248.2048193,895.8192771,248.2048193,895.8192771
702,702,0.67041889,150,443.6866667,921,no,443.6866667,921,443.6866667,921
702,704,0.505617223,135.3333333,491.9482836,689.7047244,no,491.2598425,689.7952756,492.3881579,689.5
703,703,0.759185713,120,415.15,1152.858333,no,415.15,1152.858333,415.15,1152.858333
703,711,0.351445698,176.8333333,908.3750537,966.8178223,no,908.494186,966.6627907,908.3478261,966.7717391
703,703,0.230494861,130,950.2538462,550.8153846,no,950.2538462,550.8153846,950.2538462,550.8153846
705,906,0.443214084,162.3641026,318.0063499,53.37029662,yes,317.3529412,72.85294118,316.4259259,50.19753086
705,765,0.690739798,123.5531915,375.6671979,678.6651133,no,375.2300885,682.1327434,376.0780142,678.2340426
705,781,0.538728877,149.0727273,469.5836662,1164.959571,yes,469.6740741,1192.940741,469.8562874,1148.562874
705,765,0.610283166,157.7254902,506.0935604,285.6981871,yes,506.4797297,291.1148649,504.6848485,281.4909091
705,910,0.660428062,161.9269663,552.0085865,202.2386785,yes,552.2727273,213.961039,553.5705128,223.8782051
705,705,0.57327186,143,788.8811189,835.5874126,no,788.8811189,835.5874126,788.8811189,835.5874126
705,705,0.928931759,101,904.2178218,1135.712871,no,904.2178218,1135.712871,904.2178218,1135.712871
706,706,0.306232095,174,432.3563218,816.2988506,no,432.3563218,816.2988506,432.3563218,816.2988506
706,706,0.756516179,186,442.6612903,425,no,442.6612903,425,442.6612903,425
706,706,0.699402751,128,754.3125,39.3203125,no,754.3125,39.3203125,754.3125,39.3203125
706,711,0.604653252,158.75,943.0635924,988.954512,yes,943.8198758,990.1677019,941.7763158,986.5197368
707,707,0.602404851,153,427.2875817,528.0784314,no,427.2875817,528.0784314,427.2875817,528.0784314
707,707,0.934973617,104,435.5096154,898.7019231,no,435.5096154,898.7019231,435.5096154,898.7019231
707,708,0.707340577,113,437.3230088,507.5088496,yes,437.2389381,508.079646,437.4070796,506.9380531
707,707,0.848927645,118,442.9661017,587.2627119,no,442.9661017,587.2627119,442.9661017,587.2627119
707,707,0.87201624,151,454.0264901,1264.251656,no,454.0264901,1264.251656,454.0264901,1264.251656
707,711,0.580299477,144.6666667,950.3362145,550.1669667,no,950.2794118,550.3088235,950.2611465,550.0573248
707,707,0.791318392,357.5,122.3333333,547.4,no,122.3333333,547.4,122.3333333,547.4
708,708,0.573637729,162,248.6296296,896.1975309,no,248.6296296,896.1975309,248.6296296,896.1975309
708,717,0.516444597,162.4,350.2691416,134.3719788,yes,350.2101911,136.2356688,350.0745342,133.5279503
708,708,0.624513771,115,434.8869565,959.1913043,no,434.8869565,959.1913043,434.8869565,959.1913043
708,721,0.535950029,167.6666667,486.2854324,590.3004169,no,486.2576687,590.9018405,486.1445087,589.5433526
708,708,0.46583911,136,491.0220588,690.625,no,491.0220588,690.625,491.0220588,690.625
708,765,0.759064126,107.5208333,661.7866412,816.5037765,yes,662.1929825,818.2807018,661.7636364,818.0909091
708,711,0.719099483,172.5,727.8443323,219.072205,yes,727.8571429,219.8944099,727.8315217,218.25
708,763,0.774805718,263.2545455,122.7450364,534.6973396,yes,121,546.9090909,120.1549815,529.1734317
709,743,0.652253723,146.1153846,789.9229045,817.8412908,yes,791.0671141,834.3557047,791,807.248
709,716,0.633219236,130.4285714,1027.578308,1200.1724,no,1027.886179,1200.780488,1027.824,1199.136
710,710,0.766842152,161,188.7826087,389.6770186,no,188.7826087,389.6770186,188.7826087,389.6770186
710,816,0.460447124,189.9101124,916.3507333,1302.816137,no,915.8229167,1303.083333,916.3769634,1302.717277
711,711,0.935205983,204,444.6568627,581.2352941,no,444.6568627,581.2352941,444.6568627,581.2352941
711,711,0.571867889,149,463.9798658,954.8322148,no,463.9798658,954.8322148,463.9798658,954.8322148
711,711,0.916985998,92,523.5543478,152.923913,no,523.5543478,152.923913,523.5543478,152.923913
711,711,0.710355392,185,530.3459459,716.9891892,no,530.3459459,716.9891892,530.3459459,716.9891892
711,711,0.677904491,141,754.7021277,38.82978723,no,754.7021277,38.82978723,754.7021277,38.82978723
711,711,0.655472408,212,793.0141509,9.886792453,no,793.0141509,9.886792453,793.0141509,9.886792453
711,711,0.809201615,188.5,401.8888889,58.33333333,no,401.8888889,58.33333333,401.8888889,58.33333333
712,712,0.553865012,127,400.1811024,106.0314961,no,400.1811024,106.0314961,400.1811024,106.0314961
712,899,0.617747022,144.3670886,538.7231853,1328.164501,yes,538.2857143,1345.867347,538.3881579,1307.184211
713,731,0.514009448,134.5625,414.5746314,1115.59738,yes,415.8461538,1119.051282,414.1204819,1113.156627
713,721,0.844373598,165.1666667,436.2770689,580.2740806,yes,437.4803922,578.1568627,436.6875,579.1614583
714,721,0.473675524,143.5,443.7693767,1292.689162,yes,442.0458015,1294.610687,445.01875,1290.86875
716,716,0.479414442,119,241.9411765,940.1428571,no,241.9411765,940.1428571,241.9411765,940.1428571
716,718,0.423666522,135.5,275.2966111,201.3442846,yes,275.4202899,202.884058,275.1729323,199.8045113
716,718,0.517612108,146,275.8265977,1040.483647,no,275.8571429,1040.585714,275.7960526,1040.381579
716,718,0.478072602,185,289.776906,235.9144093,no,289.6631016,236.3315508,289.8907104,235.4972678
716,718,0.57795702,141,328.3461578,380.2392418,no,329.85625,379.4375,326.8360656,381.0409836
716,718,0.730711151,188,353.1894165,410.0273082,no,353.3114754,409.7540984,353.0673575,410.3005181
716,718,0.580574777,175.5,393.0870605,201.3389439,yes,391.6273585,216.1886792,394.5467626,186.4892086
716,722,0.668505549,125.25,394.6306511,97.16330999,yes,394.7829457,99.85271318,394.728,98.112
716,718,0.829885664,135.5,400.0833061,54.46631264,yes,399.6592593,55.83703704,400.5073529,53.09558824
716,718,0.459853107,171.5,426.4690602,528.8293724,no,426.5813953,528.3546512,426.3567251,529.3040936
716,718,0.77834716,114.5,428.9702063,376.5739496,no,429.394958,376.7478992,428.5454545,376.4
716,718,0.439454326,151,431.030263,953.0720673,no,430.787234,953.5602837,431.2732919,952.5838509
716,718,0.549262831,173.5,439.941711,913.9343854,no,439.8662791,914.0116279,440.0171429,913.8571429
716,722,0.837543579,258.875,441.6716472,367.4626085,yes,445.7099237,376.8625954,438.5578947,357.0684211
716,722,0.811757326,111.75,904.546624,541.6030537,no,904.5089286,541.8660714,904.3103448,541.0775862
716,721,0.620980942,141.25,905.405661,1133.227453,yes,906.1845494,1131.652361,904.3518519,1135.648148
716,716,0.461814753,184,908.3695652,966.2228261,no,908.3695652,966.2228261,908.3695652,966.2228261
716,716,0.603838301,169,943.4970414,981.5207101,no,943.4970414,981.5207101,943.4970414,981.5207101
716,721,0.574395555,138,950.1444964,550.2907937,no,950.1654676,550.2230216,949.9701493,550.3656716
717,720,0.664334913,163.6666667,427.2273917,807.1278957,yes,427.2679739,808.4901961,427.1420118,805.8816568
718,718,0.627207782,90,432.3888889,889.7444444,no,432.3888889,889.7444444,432.3888889,889.7444444
718,718,0.74461408,215,438.9860465,424.7395349,no,438.9860465,424.7395349,438.9860465,424.7395349
718,721,0.706480079,128.5,754.3121515,38.74948485,no,754.344,38.552,754.280303,38.9469697
718,721,0.625124822,146.5,1027.310706,1198.480914,no,1027.503356,1198.899329,1027.118056,1198.0625
718,718,0.76882611,170,1044.352941,1236.682353,no,1044.352941,1236.682353,1044.352941,1236.682353
718,721,0.796547978,122.75,189.9265734,376.1013986,yes,191.1818182,377.6363636,188.6713287,374.5664336
721,721,0.928406387,106,452.8113208,1258.745283,no,452.8113208,1258.745283,452.8113208,1258.745283
721,721,0.42300831,123,492.0406504,686.8211382,no,492.0406504,686.8211382,492.0406504,686.8211382
721,721,0.718737855,187,529.5935829,714.973262,no,529.5935829,714.973262,529.5935829,714.973262
721,721,0.78802281,167,1044.57485,1236.838323,no,1044.57485,1236.838323,1044.57485,1236.838323
722,722,0.484057491,104,243.7884615,938.2211538,no,243.7884615,938.2211538,243.7884615,938.2211538
722,722,0.578018937,120,276.4083333,195.75,no,276.4083333,195.75,276.4083333,195.75
722,722,0.707656014,127,276.6771654,1039.795276,no,276.6771654,1039.795276,276.6771654,1039.795276
722,722,0.584602073,173,289.2890173,234.1618497,no,289.2890173,234.1618497,289.2890173,234.1618497
722,722,0.735950892,178,328.9494382,372.758427,no,328.9494382,372.758427,328.9494382,372.758427
722,722,0.77719379,190,353.7578947,409.9368421,no,353.7578947,409.9368421,353.7578947,409.9368421
722,722,0.361314742,195,391.9846154,216.3179487,no,391.9846154,216.3179487,391.9846154,216.3179487
722,722,0.859894111,157,400.3757962,53.68789809,no,400.3757962,53.68789809,400.3757962,53.68789809
722,722,0.485234282,158,431.5696203,731.3481013,no,431.5696203,731.3481013,431.5696203,731.3481013
722,722,0.881145561,142,432.5492958,887.8450704,no,432.5492958,887.8450704,432.5492958,887.8450704
722,722,0.614711251,191,440.3560209,912.6596859,no,440.3560209,912.6596859,440.3560209,912.6596859
722,722,0.880147145,219,459.1917808,866.5525114,no,459.1917808,866.5525114,459.1917808,866.5525114
722,722,0.530285609,183,908.3551913,965.9726776,no,908.3551913,965.9726776,908.3551913,965.9726776
722,722,0.62153769,142,941.056338,978.5915493,no,941.056338,978.5915493,941.056338,978.5915493
722,722,0.813842377,157,1044.821656,1236.738854,no,1044.821656,1236.738854,1044.821656,1236.738854
725,728,0.577933974,134.75,445.3155881,1286.870831,no,444.7862595,1287.541985,444.1307692,1286.538462
725,728,0.89970665,115,905.4327458,1131.58658,no,905.1818182,1131.030303,905.6836735,1132.142857
726,726,0.357766808,155,434.0258065,731.2,no,434.0258065,731.2,434.0258065,731.2
726,735,0.518931702,170.6666667,486.3974105,587.9683688,no,486.4111111,588.6555556,486.2951807,587.8855422
726,726,0.766707108,159,529.9874214,714.3144654,no,529.9874214,714.3144654,529.9874214,714.3144654
726,726,0.677222975,139,754.618705,38.95683453,no,754.618705,38.95683453,754.618705,38.95683453
726,726,0.83274498,103,904.0873786,540.4660194,no,904.0873786,540.4660194,904.0873786,540.4660194
726,726,0.491870422,190,908.3631579,965.6052632,no,908.3631579,965.6052632,908.3631579,965.6052632
726,726,0.597192557,144,949.7569444,549.9930556,no,949.7569444,549.9930556,949.7569444,549.9930556
726,726,0.753144377,142,1027.873239,1197.28169,no,1027.873239,1197.28169,1027.873239,1197.28169
729,731,0.751683515,109.5,189.6310802,371.3261394,yes,191.208589,374.1165644,188.0535714,368.5357143
729,733,0.733911536,151.6666667,396.7347789,96.6428167,yes,395.4846154,95.86923077,395.5496183,96.40458015
730,730,0.526046737,135,107.9333333,634.9259259,no,107.9333333,634.9259259,107.9333333,634.9259259
730,730,0.716463413,132,154.280303,615.7348485,no,154.280303,615.7348485,154.280303,615.7348485
731,739,0.640392582,156.4285714,430.0387353,806.3132523,yes,430.537931,806.2827586,429.0372671,805.0434783
731,765,0.547425513,205.5357143,507.1300895,768.7794605,yes,506.9850746,772.8109453,506.8599034,765.7681159
732,733,0.371894882,138.5,276.6387904,193.5474713,no,275.620438,192.4306569,277.6571429,194.6642857
732,732,0.666894353,141,276.3049645,1039.539007,no,276.3049645,1039.539007,276.3049645,1039.539007
732,733,0.240638473,181.5,290.008348,229.7960051,no,289.978022,229.8461538,290.038674,229.7458564
732,734,0.513512079,160.3333333,336.1734737,364.5626389,yes,336.2312925,367.6258503,335.9748428,361.6163522
732,734,0.752913783,192.3333333,353.7416619,410.0254826,no,353.9030612,410.1479592,353.6031746,410.0899471
732,732,0.749337657,149,394.3758389,189.0604027,no,394.3758389,189.0604027,394.3758389,189.0604027
732,733,0.498671,167,427.9658678,527.9807478,no,427.4458599,528.1592357,428.4858757,527.8022599
732,732,0.574719562,120,433.0583333,948.0166667,no,433.0583333,948.0166667,433.0583333,948.0166667
732,733,0.883798042,112.5,433.9231985,888.474676,no,433.6428571,888.2767857,434.2035398,888.6725664
732,732,0.667915962,117,435.2136752,483.5128205,no,435.2136752,483.5128205,435.2136752,483.5128205
732,736,0.524353758,143,445.276302,1285.141291,yes,446.2981366,1284.496894,444,1284.811594
732,735,0.657415344,157.5,941.5476815,971.5721774,no,941.64375,971.925,941.4516129,971.2193548
732,735,0.588650799,140.3333333,950.0504097,550.1895189,no,949.9859155,549.8521127,950.1438849,550.3021583
732,732,0.81285366,146,1044.924658,1235.438356,no,1044.924658,1235.438356,1044.924658,1235.438356
733,733,0.499202942,167,249.5628743,1046,no,249.5628743,1046,249.5628743,1046
733,733,0.588051626,211,393.2274882,217.0094787,no,393.2274882,217.0094787,393.2274882,217.0094787
733,733,0.787595131,115,399.9217391,52.43478261,no,399.9217391,52.43478261,399.9217391,52.43478261
733,733,0.516159802,182,442.3186813,910.6373626,no,442.3186813,910.6373626,442.3186813,910.6373626
733,733,0.795968695,103,448.7087379,382.631068,no,448.7087379,382.631068,448.7087379,382.631068
733,733,0.665357025,145,463.6482759,954.9931034,no,463.6482759,954.9931034,463.6482759,954.9931034
733,735,0.618062505,115.5,490.4365402,683.8635953,no,490.7804878,682.7642276,490.0925926,684.962963
733,733,0.753933211,173,727.7283237,209.9132948,no,727.7283237,209.9132948,727.7283237,209.9132948
733,735,0.601906138,209.5,792.870139,9.568851151,no,792.8243902,9.385365854,792.9158879,9.752336449
733,735,0.428781777,188,908.1234895,965.1910287,no,907.8848168,965.2198953,908.3621622,965.1621622
733,733,0.764351512,138,1028.369565,1196.644928,no,1028.369565,1196.644928,1028.369565,1196.644928
734,740,0.477190918,143.1666667,411.0827764,1114.749894,yes,406.7763158,1114.421053,414.2275862,1114.02069
735,736,0.812441067,251,435.2260904,716.8424426,no,436.3641304,714.3641304,434.0880503,719.3207547
735,735,0.919786177,164,440.5670732,578.2743902,no,440.5670732,578.2743902,440.5670732,578.2743902
735,735,0.589105547,177,528.6327684,713.1525424,no,528.6327684,713.1525424,528.6327684,713.1525424
738,904,0.718548277,192.257485,353.5016536,410.0305259,no,353.59375,410.015625,353.625,411.90625
739,739,0.619288113,148,396.0202703,98.51351351,no,396.0202703,98.51351351,396.0202703,98.51351351
740,740,0.44295991,152,486.2302632,586.8157895,no,486.2302632,586.8157895,486.2302632,586.8157895
741,743,0.582582027,150.5,445.2953139,1283.92153,no,446.4871795,1283.705128,444.1034483,1284.137931
741,747,0.591729512,122.75,490.3185902,684.0820656,no,490.6967213,684.2295082,490.6967213,684.2295082
741,747,0.639913938,177.75,530.0905712,713.0356141,no,530.3043478,713.3804348,529.5245902,712.8360656
741,747,0.618080128,173,727.5882771,207.5275459,yes,727.7100592,207.7337278,727.7797619,206.5892857
741,747,0.699840231,133.2,754.4926685,38.80539932,no,754.7014925,38.75373134,754.3432836,39.01492537
741,743,0.61617143,85,904.9366615,537.8977546,no,905.0103093,538.2886598,904.8630137,537.5068493
741,754,0.326778773,184.75,908.0360297,964.8316101,no,907.8978495,965.0376344,908.1,964.5111111
741,749,0.528250725,153,942.0809174,967.9602741,yes,940.8287671,970.0410959,941.5286624,966.2420382
741,747,0.551464698,144.25,950.34075,550.116437,no,950.2056738,550.248227,950.5694444,550.0555556
741,741,0.709571727,160,1027.14375,1195.7875,no,1027.14375,1195.7875,1027.14375,1195.7875
742,742,0.891757807,127,441.1889764,574.8188976,no,441.1889764,574.8188976,441.1889764,574.8188976
742,742,0.430993541,92,447.5217391,383.9782609,no,447.5217391,383.9782609,447.5217391,383.9782609
742,743,0.881756199,224.5,458.9886761,866.481838,no,459.1091703,866.5545852,458.8681818,866.4090909
742,742,0.566994431,140,463.65,955.1642857,no,463.65,955.1642857,463.65,955.1642857
742,742,0.705022494,196,691.9591837,235.1632653,no,691.9591837,235.1632653,691.9591837,235.1632653
742,742,0.79039469,218,422.7272727,907.2727273,no,422.7272727,907.2727273,422.7272727,907.2727273
742,743,0.835790754,137,432.6693862,889.3741259,yes,432.0909091,890.3636364,433.2478632,888.3846154
743,743,0.581402397,188,442.7180851,910.5053191,no,442.7180851,910.5053191,442.7180851,910.5053191
743,748,0.801897646,153.25,1044.639592,1233.79966,no,1044.776316,1234.361842,1044.37931,1233.089655
744,765,0.426351027,140.7142857,414.722969,1111.30148,yes,413.775,1113.2,415.015625,1109.070313
744,765,0.715774114,201.3333333,435.3225093,706.4822677,yes,434.838488,720.9965636,434.427027,699.4810811
744,744,0.61630019,160,439.05625,357.2875,no,439.05625,357.2875,439.05625,357.2875
744,746,0.75975439,127,604.0546743,580.0416816,no,604.3206107,580.2290076,604.2313433,579.9477612
744,747,0.73940394,169.5,783.3625209,761.0676692,yes,783.3976608,762.0877193,783.327381,760.047619
744,744,0.639618492,214,792.8878505,9.817757009,no,792.8878505,9.817757009,792.8878505,9.817757009
745,745,0.874052201,119,191.4117647,371.394958,no,191.4117647,371.394958,191.4117647,371.394958
745,746,0.384900435,173.5,809.2202039,1166.001053,no,808.56875,1165.68125,809.8716578,1166.320856
747,751,0.623234553,135,5.178939763,1280.460387,yes,5.710526316,1290.631579,5.588888889,1268.666667
748,751,0.563383128,137.6666667,108.5312336,634.8624168,no,108.2980132,634.9403974,108.280303,634.9545455
748,751,0.542166663,159.6666667,151.0153499,617.6877165,no,152.1939394,618.0909091,149.4625,617.7125
748,749,0.600126377,110.5,242.698625,932.1384167,no,242.78125,932.0208333,242.616,932.256
748,751,0.374521708,136.6666667,275.0566349,191.8831524,yes,275.033557,192.7785235,276.8615385,190.0923077
748,749,0.615422006,145.5,275.8071157,1039.334084,no,275.7612903,1039.322581,275.8529412,1039.345588
748,751,0.456204054,169.3333333,290.106026,226.2919142,no,290.3491124,226.6213018,289.4,226.030303
748,751,0.70028156,149.3333333,395.860014,95.21448694,yes,395.9854015,96.66423358,395.6084337,94.04819277
748,751,0.801452021,138,395.9061597,189.9266922,no,395.9562044,189.810219,395.8561151,190.0431655
748,749,0.842436277,95,401.7716885,55.38721964,yes,402.3669065,56.89208633,401.1764706,53.88235294
748,749,0.484182751,120.5,433.326931,947.028069,no,433.128,946.832,433.5258621,947.2241379
748,748,0.453038019,144,434.1666667,485.9583333,no,434.1666667,485.9583333,434.1666667,485.9583333
748,748,0.538302357,206,439.2912621,356.7038835,no,439.2912621,356.7038835,439.2912621,356.7038835
748,748,0.913194488,177,439.9717514,575.960452,no,439.9717514,575.960452,439.9717514,575.960452
748,751,0.696225984,188.6666667,442.8059399,911.2992603,no,442.9125683,910.9562842,442.3118812,911.3613861
748,749,0.594824275,145.5,446.1843262,1281.505461,no,446.4466667,1281.94,445.9219858,1281.070922
748,751,0.874452195,221.5,459.0648704,866.7832211,no,459.1391304,866.6086957,458.9906103,866.9577465
748,754,0.66495855,146.25,1027.736987,1195.389986,no,1027.942857,1195.278571,1027.524476,1194.909091
749,749,0.83932643,122,434.6065574,890.352459,no,434.6065574,890.352459,434.6065574,890.352459
749,751,0.743619675,186,689.4341812,235.0048851,no,688.1764706,235.0962567,690.6918919,234.9135135
749,751,0.637871641,214,792.8178404,9.726422098,no,792.8356808,9.680751174,792.8,9.772093023
749,749,0.799222773,514.5,96.21428571,92.92857143,no,96.21428571,92.92857143,96.21428571,92.92857143
750,765,0.501079211,123.9166667,208.8500013,1246.160761,no,208.9657534,1246.575342,208.7190083,1245.876033
750,759,0.811950332,117,436.8745088,1032.486051,no,436.9223301,1032.883495,436.488189,1032.338583
750,905,0.631485859,184.9481481,576.99526,1079.76422,yes,577.5454545,1083.582888,576.5614973,1081.128342
750,759,0.800629418,124.75,603.86865,579.9504161,no,603.9059829,580.2478632,603.8083333,580.2833333
750,783,0.647340365,206.1111111,692.8029774,399.1837835,yes,693.3952381,399.3571429,692.9282297,398.354067
750,825,0.633446701,146.1818182,742.3484724,929.527892,yes,741.8311688,933.5909091,741.2797619,923.6964286
750,816,0.452650056,173.2321429,806.9955923,1161.724303,yes,807.2359551,1164.724719,807.8271605,1156.932099
750,861,0.657571,153.8777778,905.3018869,1249.365512,yes,905.3040541,1251.513514,905.295302,1246.845638
751,751,0.708745065,162,247.2098765,1043.641975,no,247.2098765,1043.641975,247.2098765,1043.641975
751,751,0.738101899,127,245.2992126,891.992126,no,245.2992126,891.992126,245.2992126,891.992126
751,751,0.548990962,154,427.6168831,528.3831169,no,427.6168831,528.3831169,427.6168831,528.3831169
751,751,0.765456769,131,430.6412214,376.8320611,no,430.6412214,376.8320611,430.6412214,376.8320611
751,751,0.617405541,203,440.4482759,424.2857143,no,440.4482759,424.2857143,440.4482759,424.2857143
751,751,0.812576774,525,96.06666667,94.53333333,no,96.06666667,94.53333333,96.06666667,94.53333333
752,764,0.697846454,136.1111111,427.002373,814.2990435,yes,427.5430464,814.2317881,424.621118,813.0745342
754,754,0.751679992,173,529.5433526,713.1734104,no,529.5433526,713.1734104,529.5433526,713.1734104
754,755,0.424005789,154.5,943.0492453,965.0986792,no,943.0251572,965.3773585,943.0733333,964.82
754,754,0.546219438,141,950.1702128,550.248227,no,950.1702128,550.248227,950.1702128,550.248227
755,755,0.662701346,141,108.4822695,634.7375887,no,108.4822695,634.7375887,108.4822695,634.7375887
755,755,0.599543215,135,154.6,618.1185185,no,154.6,618.1185185,154.6,618.1185185
755,755,0.902758313,114,190.4912281,371.254386,no,190.4912281,371.254386,190.4912281,371.254386
755,755,0.773743,151,249.4569536,1043.907285,no,249.4569536,1043.907285,249.4569536,1043.907285
755,755,0.206095192,138,248.2681159,892.2391304,no,248.2681159,892.2391304,248.2681159,892.2391304
755,755,0.48460012,145,277.737931,194,no,277.737931,194,277.737931,194
755,755,0.35445592,166,291.7710843,225.7710843,no,291.7710843,225.7710843,291.7710843,225.7710843
755,755,0.641558771,152,397.1315789,93.25,no,397.1315789,93.25,397.1315789,93.25
755,755,0.654438929,110,396.4909091,187.8818182,no,396.4909091,187.8818182,396.4909091,187.8818182
755,755,0.855595731,139,402.5035971,53.28776978,no,402.5035971,53.28776978,402.5035971,53.28776978
755,755,0.558402817,159,428.1383648,528.1383648,no,428.1383648,528.1383648,428.1383648,528.1383648
755,755,0.755666422,175,432.5885714,944.5771429,no,432.5885714,944.5771429,432.5885714,944.5771429
755,755,0.767359219,129,433.9534884,890.0387597,no,433.9534884,890.0387597,433.9534884,890.0387597
755,755,0.715106951,219,441.9589041,424.803653,no,441.9589041,424.803653,441.9589041,424.803653
755,762,0.374446279,137.1666667,444.1542223,1279.433403,yes,445.9774436,1280.804511,443.9787234,1277.964539
755,755,0.594319712,96,449.2604167,383.8229167,no,449.2604167,383.8229167,449.2604167,383.8229167
755,755,0.878403374,219,459.173516,866.7945205,no,459.173516,866.7945205,459.173516,866.7945205
755,755,0.809158437,155,1044.748387,1233.425806,no,1044.748387,1233.425806,1044.748387,1233.425806
756,782,0.730361841,201.75,690.5174724,233.3329264,no,690.3315508,234.0855615,690.79,232.945
758,758,0.846818558,127,905.0787402,1126.685039,no,905.0787402,1126.685039,905.0787402,1126.685039
759,762,0.512172712,135,491.6619869,683.641529,no,492.4295302,683.3557047,491.6666667,683.875969
759,760,0.724015752,169.5,529.8509297,713.3869002,no,529.6416185,713.3641618,530.060241,713.4096386
759,763,0.581880865,207.75,792.7559155,9.730234309,no,792.8317757,10.1728972,792.5960591,9.467980296
759,763,0.239922717,193.6666667,907.811691,964.5138233,no,907.802139,964.4973262,907.8944724,964.5979899
759,762,0.53803763,139.6666667,950.1310941,550.3781271,no,950.0791367,550.5539568,950.1619718,550.2253521
759,759,0.634356152,156,1027.858974,1194.5,no,1027.858974,1194.5,1027.858974,1194.5
759,759,0.820814827,161,1044.720497,1233.515528,no,1044.720497,1233.515528,1044.720497,1233.515528
759,759,0.815310618,153.5,431.2222222,890.4444444,no,431.2222222,890.4444444,431.2222222,890.4444444
760,827,0.58276419,142.7142857,108.3137258,634.888741,no,108.2758621,634.8758621,108.6258993,634.7625899
760,768,0.568793203,150.8333333,151.5897152,618.2684285,no,153.015873,617.8492063,151.9210526,618.1578947
760,760,0.678334159,155,247.516129,1044.212903,no,247.516129,1044.212903,247.516129,1044.212903
760,768,0.451603527,144.8333333,275.7041093,193.0462874,yes,277.3856209,193.7843137,274.9548387,192.6
760,763,0.558265873,153.6666667,276.6643554,1039.297946,no,276.972973,1038.689189,276.9811321,1039.496855
760,768,0.361595847,171.1666667,290.1494158,223.1481114,no,290.559322,223.9491525,290.0847458,222.6214689
760,768,0.741738288,163.1666667,394.853532,194.2111594,yes,392.030303,217.6010101,395.6382979,188.2624113
760,769,0.437199496,136.8571429,393.2466743,96.55088288,yes,395.220339,95.39830508,390.1450382,96.02290076
760,767,0.829740651,149.75,400.1045057,54.25740762,yes,399.6978022,54.55494505,400.7,54.72857143
760,760,0.381992423,151,427.6688742,529.1192053,no,427.6688742,529.1192053,427.6688742,529.1192053
760,763,0.806750201,109,429.8563361,377.1224417,no,430.025641,376.8290598,429.5612245,377.2346939
760,760,0.866993543,203,434.270936,942.5073892,no,434.270936,942.5073892,434.270936,942.5073892
760,767,0.610226777,140,437.5458187,356.6869612,yes,437.4296296,356.9037037,435.8823529,357.4411765
760,760,0.430915432,234,447.2435897,1248.282051,no,447.2435897,1248.282051,447.2435897,1248.282051
760,762,0.88315638,198.5,458.8684083,866.7529777,no,458.784689,866.8038278,458.9521277,866.7021277
760,760,0.537002842,135,463.637037,955.1851852,no,463.637037,955.1851852,463.637037,955.1851852
760,762,0.616533729,158.5,941.7332378,963.413143,no,941.6459627,963.8198758,941.8205128,963.0064103
761,803,0.780124791,158.4411765,1044.545638,1231.573539,yes,1044.58642,1233.314815,1044.411765,1228.653595
762,768,0.446129659,105.6,242.7228308,929.7434751,no,242.4201681,930.2436975,242.62,929.39
762,763,0.538572869,172,420.1334009,908.166092,no,420.1058824,908.2,420.1609195,908.1321839
762,765,0.574482495,139.5,430.3760471,479.5822692,yes,431.1268657,482.880597,429.8243243,475.5
762,763,0.386944183,191,441.0863874,909.8036649,no,441.2827225,909.6492147,440.8900524,909.9581152
762,774,0.797114442,95.42857143,904.6870212,536.7107727,no,904.967033,537.3956044,906.3097345,536.5132743
762,762,0.757665424,510,95.46153846,93.76923077,no,95.46153846,93.76923077,95.46153846,93.76923077
763,766,0.736055463,209,440.1042086,424.5996977,no,439.8640777,424.3786408,440.3443396,424.8207547
763,763,0.686573571,117,448.1965812,383.8205128,no,448.1965812,383.8205128,448.1965812,383.8205128
763,767,0.59605939,306.6666667,97.5973569,87.75658928,yes,95.38461538,93.76923077,98.62755102,84.81632653
