Frame Attached,Frame Detached,Average Eccentricity,Average Size,Average Horizontal Location,Average Vertical Location,rolling?,Starting Vertical Position,Starting Horizontal Position,Final Vertical Position,Final Horizontal Position
449,449,0.689524441,119,185.789916,1243.235294,no,185.789916,1243.235294,185.789916,1243.235294
449,449,0.752844013,296,213.4898649,653.3175676,no,213.4898649,653.3175676,213.4898649,653.3175676
449,452,0.600175785,108.5,353.6586136,1192.019734,yes,353.6982249,1200.130178,354.2727273,1188.545455
449,449,0.972049271,183,895.5846995,1040.912568,no,895.5846995,1040.912568,895.5846995,1040.912568
450,457,0.749423296,63,360.2626517,863.2158178,yes,357.6372549,870.3529412,361.2608696,857.1521739
450,450,0.66525661,144,588.4305556,785.9791667,no,588.4305556,785.9791667,588.4305556,785.9791667
451,451,0.785066781,144,686.3194444,733.6597222,no,686.3194444,733.6597222,686.3194444,733.6597222
451,451,0.650369027,245,905.6204082,814.6693878,no,905.6204082,814.6693878,905.6204082,814.6693878
451,451,0.489231603,153,905.869281,738.2222222,no,905.869281,738.2222222,905.869281,738.2222222
451,453,0.720069808,211.5,449.2065041,830.8837398,yes,450.6,831.8,447.8130081,829.9674797
452,530,0.499326329,148.0632911,18.00738847,1336.051246,yes,17.70149254,1337.507463,17.76579926,1328.412639
452,530,0.669248813,140.8133333,21.14265897,1266.008712,yes,18.33544304,1286.443038,21.2601626,1246.747967
452,452,0.747830515,156,486.2948718,767.3141026,no,486.2948718,767.3141026,486.2948718,767.3141026
452,457,0.756442295,86,596.2806392,1253.456005,yes,595.5325444,1262.011834,600.0625,1240.416667
452,513,0.847013901,211.745098,659.8665339,1078.799716,no,658.9774775,1079.193694,659.7076923,1078.989744
452,455,0.829371418,287.5,894.2137238,1303.134245,yes,893.2621359,1313.626214,895.1653117,1292.642276
452,452,0.72610389,122,907.9016393,1303.401639,no,907.9016393,1303.401639,907.9016393,1303.401639
453,454,0.750215199,193.5,597.9022975,1088.247549,yes,597.4820144,1093.007194,598.3225806,1083.487903
453,457,0.719124265,200,626.6568792,281.2536674,no,626.5172414,281.2463054,626.8265306,281.2908163
453,453,0.74677974,125,695.928,843.368,no,695.928,843.368,695.928,843.368
453,468,0.683250706,72.27272727,830.8302925,769.1629667,no,830.3367347,768.1530612,830.7971014,769.3188406
453,454,0.75947948,264,914.9394466,807.9375494,yes,915.12,810.3454545,914.7588933,805.5296443
453,493,0.774435844,198.4827586,989.2056055,1058.608894,no,989.295,1059.085,988.1708543,1057.949749
453,453,0.938632806,95,1045.347368,157.4421053,no,1045.347368,157.4421053,1045.347368,157.4421053
454,454,0.82693076,155,454.2903226,836.8709677,no,454.2903226,836.8709677,454.2903226,836.8709677
454,454,0.927513806,114,915.9561404,1026.105263,no,915.9561404,1026.105263,915.9561404,1026.105263
454,454,0.931345731,194,921.5824742,1092.036082,no,921.5824742,1092.036082,921.5824742,1092.036082
454,454,0.861095248,202,384.9166667,151.9166667,no,384.9166667,151.9166667,384.9166667,151.9166667
456,456,0.719026533,144,89.52083333,1206.590278,no,89.52083333,1206.590278,89.52083333,1206.590278
456,456,0.670502265,124,193.8951613,1229.193548,no,193.8951613,1229.193548,193.8951613,1229.193548
456,456,0.763134942,227,207,611.7444934,no,207,611.7444934,207,611.7444934
456,456,0.761153092,298,216.0302013,652.5939597,no,216.0302013,652.5939597,216.0302013,652.5939597
456,480,0.82922114,168.08,216.0171204,408.9684695,yes,218.5284091,421.1193182,218.220339,385.440678
456,517,0.512585812,137.5,234.1742769,471.1193519,yes,234.078125,471.9140625,234.4390244,469.9837398
456,459,0.622585958,86.75,371.8957368,808.1946881,yes,370.9681529,810.2292994,371.4444444,812
456,456,0.3667165,123,408.9105691,340.3821138,no,408.9105691,340.3821138,408.9105691,340.3821138
456,457,0.768027084,148,447.5044995,837.6416463,no,448.9106383,837.7914894,446.0983607,837.4918033
456,457,0.659834604,197.5,472.7885152,707.7985463,no,472.7820513,708.1410256,472.7949791,707.4560669
456,456,0.308783238,222,922.6036036,794.4099099,no,922.6036036,794.4099099,922.6036036,794.4099099
457,460,0.357798829,96.25,385.8636364,752.0256198,yes,384.7272727,753.8512397,387,750.2
457,457,0.820725501,262,697.6564885,1338.087786,no,697.6564885,1338.087786,697.6564885,1338.087786
458,465,0.823530082,234.7142857,362.1183083,869.9609774,yes,363.0747664,869.4080997,361.7128713,860.2970297
458,458,0.886149895,123,468.6,769.3,no,468.6,769.3,468.6,769.3
459,459,0.747634973,90,125.9,201.7111111,no,125.9,201.7111111,125.9,201.7111111
459,461,0.810844749,213,693.1853457,760.5419049,no,695.4208494,759.0965251,690.8717949,763.8461538
459,459,0.681194109,141,909.4964539,744.3829787,no,909.4964539,744.3829787,909.4964539,744.3829787
459,459,0.6340024,156,910.4935897,924.9230769,no,910.4935897,924.9230769,910.4935897,924.9230769
459,459,0.819273895,90,916.7888889,1021.444444,no,916.7888889,1021.444444,916.7888889,1021.444444
460,463,0.916717356,82,452.6625,834.8080128,yes,453.625,835.9326923,451.7,833.6833333
460,460,0.88738582,125,594.744,1245.36,no,594.744,1245.36,594.744,1245.36
461,461,0.580784499,134,408.2985075,341.0298507,no,408.2985075,341.0298507,408.2985075,341.0298507
461,464,0.894875329,172,897.2209523,796.0079093,yes,896.1985816,802.1702128,900.3764706,787.9705882
461,462,0.922955115,97,896.5051948,1155.986688,yes,896.5818182,1158.509091,896.4285714,1153.464286
461,461,0.674190639,115,906.2434783,756.9913043,no,906.2434783,756.9913043,906.2434783,756.9913043
462,463,0.471475099,141,523.777099,424.0651629,yes,523.5892857,424.9285714,523.9649123,423.2017544
462,462,0.643068731,104,582.7884615,818.6826923,no,582.7884615,818.6826923,582.7884615,818.6826923
462,462,0.909899513,97,589.3298969,676.8762887,no,589.3298969,676.8762887,589.3298969,676.8762887
462,463,0.916438765,307,902.1019557,1302.51156,yes,900.0423729,1303.361582,904.1615385,1301.661538
462,464,0.737929698,116,905.534896,1225.923881,yes,904.3976608,1231.011696,906.6721311,1220.836066
463,480,0.720756339,229.8235294,182.2148055,1124.414889,yes,177.5242291,1145.845815,182.366548,1113.868327
463,465,0.766279749,158.5,366.7712001,807.4774134,yes,366.6573427,808.3916084,366.8850575,806.5632184
463,464,0.848714124,118,385.727239,750.8931108,yes,384.827027,755.1783784,386.627451,746.6078431
464,464,0.920883483,92,893.7282609,1280.065217,no,893.7282609,1280.065217,893.7282609,1280.065217
464,464,0.596817003,95,893.8947368,1342.221053,no,893.8947368,1342.221053,893.8947368,1342.221053
464,464,0.94153699,113,900.4690265,713.3451327,no,900.4690265,713.3451327,900.4690265,713.3451327
464,464,0.829213413,159,923.6666667,1313.031447,no,923.6666667,1313.031447,923.6666667,1313.031447
465,465,0.573615408,146,408.3356164,338.6643836,no,408.3356164,338.6643836,408.3356164,338.6643836
465,465,0.679004065,181,592.4861878,1055.022099,no,592.4861878,1055.022099,592.4861878,1055.022099
465,465,0.864465513,99,917.959596,985.6161616,no,917.959596,985.6161616,917.959596,985.6161616
466,474,0.859967259,561.3333333,212.3841481,584.5824239,yes,210.4851794,587.2620905,214.5177112,577.133515
466,474,0.7496799,330.3333333,217.827109,644.8900782,yes,216.2619048,646.4761905,218.8268657,643.3522388
466,473,0.827300208,97.28571429,366.8866908,1154.794008,yes,360.7401575,1163.251969,367.8135593,1150.033898
466,466,0.896009737,121,785.9504132,1336.297521,no,785.9504132,1336.297521,785.9504132,1336.297521
466,466,0.92884953,164,925.3292683,1068.579268,no,925.3292683,1068.579268,925.3292683,1068.579268
467,467,0.662684233,125,697.456,1250.624,no,697.456,1250.624,697.456,1250.624
467,467,0.483491248,170,706.9882353,733.9,no,706.9882353,733.9,706.9882353,733.9
467,467,0.90909935,241,920.2448133,1212.456432,no,920.2448133,1212.456432,920.2448133,1212.456432
468,470,0.743856182,93.33333333,369.099254,1035.054589,yes,369.425,1037.283333,369.1521739,1031.630435
468,470,0.793755296,167,593.5163456,819.8954794,no,591.5873786,820.0097087,595.4453125,819.78125
468,468,0.790523,127,603.6850394,1271.952756,no,603.6850394,1271.952756,603.6850394,1271.952756
468,468,0.930886214,108,706.3333333,1325.333333,no,706.3333333,1325.333333,706.3333333,1325.333333
468,470,0.868523078,115,928.9719973,1208.425776,yes,928.8157895,1209.210526,929.1282051,1207.641026
468,468,0.828740751,98,930.4795918,1302.183673,no,930.4795918,1302.183673,930.4795918,1302.183673
469,469,0.940097523,96,144.21875,140.25,no,144.21875,140.25,144.21875,140.25
469,469,0.745298806,154,370.9935065,841.6298701,no,370.9935065,841.6298701,370.9935065,841.6298701
469,469,0.719019642,143,375.9230769,790.3636364,no,375.9230769,790.3636364,375.9230769,790.3636364
469,469,0.48820029,144,411.3819444,336.8194444,no,411.3819444,336.8194444,411.3819444,336.8194444
469,474,0.793534945,157.5,488.8037714,756.7981252,no,491.1415929,757.2920354,487.2014925,756.4552239
469,476,0.752506643,164.1666667,593.8538465,1271.824266,yes,595.7702703,1275.756757,590.5870968,1265.129032
469,469,0.802138406,145,716.2413793,774.3103448,no,716.2413793,774.3103448,716.2413793,774.3103448
469,471,0.777708688,127,934.1731424,1301.68002,yes,936.6511628,1303.494186,931.695122,1299.865854
470,478,0.521747583,162.5625,481.1096324,677.088871,yes,482.7440476,678.7142857,482.8837209,671.8255814
471,471,0.882768375,101,135.1485149,220.4653465,no,135.1485149,220.4653465,135.1485149,220.4653465
471,471,0.855313226,92,493.4673913,541.5869565,no,493.4673913,541.5869565,493.4673913,541.5869565
471,472,0.908866055,175.5,713.6355903,731.661241,no,714.4454545,732.0818182,712.8257261,731.2406639
471,471,0.888088355,102,913.5098039,1237.480392,no,913.5098039,1237.480392,913.5098039,1237.480392
473,473,0.786224429,155,601.5419355,729.6709677,no,601.5419355,729.6709677,601.5419355,729.6709677
473,473,0.796397157,177,924.9943503,985.3615819,no,924.9943503,985.3615819,924.9943503,985.3615819
473,473,0.88098909,134,927.5597015,1031.350746,no,927.5597015,1031.350746,927.5597015,1031.350746
473,473,0.927165729,101,927.1089109,1055.940594,no,927.1089109,1055.940594,927.1089109,1055.940594
474,474,0.663215243,206,209.4854369,597.1990291,no,209.4854369,597.1990291,209.4854369,597.1990291
474,474,0.623304462,148,411.6554054,336.6418919,no,411.6554054,336.6418919,411.6554054,336.6418919
474,474,0.738639584,180,421.1055556,307.0888889,no,421.1055556,307.0888889,421.1055556,307.0888889
474,477,0.878055748,200,593.589983,750.8425297,no,595.0065789,748.6447368,592.1733871,753.0403226
474,477,0.68675896,171.5,602.3780656,1103.889425,yes,600.7186312,1104.91635,604.0375,1102.8625
474,478,0.770335238,133.3333333,687.9715307,1269.050685,yes,687.4008621,1286.974138,690.1847826,1259.717391
474,474,0.916107665,166,893.2771084,1285,no,893.2771084,1285,893.2771084,1285
474,474,0.549332866,118,921.4322034,1006.822034,no,921.4322034,1006.822034,921.4322034,1006.822034
475,483,0.800905006,128.4,377.3460826,859.8430924,yes,375.2048193,873.0301205,381.25,854.5625
475,477,0.947596159,88.33333333,447.3725427,818.7729362,yes,446.712,817.872,448.2765957,822.4468085
475,475,0.727355441,218,605.6513761,1033.46789,no,605.6513761,1033.46789,605.6513761,1033.46789
476,476,0.872250832,130,360.3,1141.376923,no,360.3,1141.376923,360.3,1141.376923
476,478,0.866783237,181.6666667,594.971659,1032.742557,yes,595.4740484,1037.352941,595.6210526,1024.936842
476,478,0.660159253,151.5,906.7315234,983.0442215,yes,905.8442623,983.7459016,907.6187845,982.3425414
478,478,0.880498714,102,596.745098,1254.058824,no,596.745098,1254.058824,596.745098,1254.058824
478,478,0.90728475,126,685.1428571,1338.571429,no,685.1428571,1338.571429,685.1428571,1338.571429
478,478,0.701634371,137,688.2773723,560.540146,no,688.2773723,560.540146,688.2773723,560.540146
478,478,0.870805584,97,783.8247423,1339.381443,no,783.8247423,1339.381443,783.8247423,1339.381443
479,498,0.933741735,649.1764706,213.9062014,573.3867341,yes,214.3889845,573.6488812,214.6034483,571.9796238
479,498,0.861173003,383.7,219.3783201,634.5129238,yes,219.68523,631.5520581,219.172524,634.8210863
479,479,0.811156098,130,389.6307692,456.7538462,no,389.6307692,456.7538462,389.6307692,456.7538462
479,479,0.408281537,206,701.5776699,1209.237864,no,701.5776699,1209.237864,701.5776699,1209.237864
479,480,0.888577073,79,912.6771242,755.6877451,no,910.6777778,756.0666667,914.6764706,755.3088235
479,479,0.891607812,196,918.5612245,975.0153061,no,918.5612245,975.0153061,918.5612245,975.0153061
479,479,0.857402682,176,919.6988636,688.9147727,no,919.6988636,688.9147727,919.6988636,688.9147727
479,479,0.918791029,98,1046.591837,136.1122449,no,1046.591837,136.1122449,1046.591837,136.1122449
480,483,0.758394927,77.5,388.7083333,604.5232168,yes,389.4166667,605.3854167,388,603.6610169
481,491,0.705964161,227.0909091,181.1987262,1113.037894,yes,184.1196172,1121.717703,179.3018868,1111.424528
481,511,0.830275072,177.0333333,219.8465971,388.2610898,yes,224.1197605,396.2634731,211.60625,384.91875
481,482,0.87953805,97.5,402.9771176,6.038830809,yes,401.7798165,7.100917431,404.1744186,4.976744186
481,487,0.600979884,193.75,588.8774977,688.4011049,yes,588.9589744,689.374359,588.825641,687.6769231
481,482,0.832158157,91,603.9301776,751.0243517,yes,603.893617,758.4787234,604.3559322,759.6271186
481,481,0.667379751,174,718.6666667,469.0747126,no,718.6666667,469.0747126,718.6666667,469.0747126
481,486,0.669899023,222,847.3036065,421.429752,no,847.0446429,422,847.3508772,421.0394737
482,485,0.698170066,150.6666667,706.8514842,1307.052258,yes,704.5185185,1335.895062,707.5882353,1278.215686
482,482,0.847029929,124,714.3387097,742.2419355,no,714.3387097,742.2419355,714.3387097,742.2419355
482,483,0.484399626,69.5,908.6607143,1284.195513,yes,908.5714286,1286.307692,908.75,1282.083333
482,484,0.773500962,185.5,935.3594189,1045.272141,yes,935.3294574,1060.031008,935.3893805,1030.513274
483,483,0.409838588,177,370.5141243,942.559322,no,370.5141243,942.559322,370.5141243,942.559322
483,483,0.90974303,104,710.5865385,90.90384615,no,710.5865385,90.90384615,710.5865385,90.90384615
483,483,0.862642983,139,924.1438849,1276.18705,no,924.1438849,1276.18705,924.1438849,1276.18705
483,485,0.801741884,88,927.3732441,1201.140803,yes,926.8769231,1202.607692,927.8695652,1199.673913
484,484,0.824021902,131,414.4503817,33.59541985,no,414.4503817,33.59541985,414.4503817,33.59541985
484,484,0.878507554,134,700.738806,1244.38806,no,700.738806,1244.38806,700.738806,1244.38806
484,485,0.936768972,116,805.4741379,1342.474138,yes,805.862069,1343.12069,805.0862069,1341.827586
484,490,0.614531316,64.6,831.1063806,769.3346887,no,831.4175824,769.2087912,830.9347826,770.0652174
484,484,0.631657901,113,936.300885,690.7433628,no,936.300885,690.7433628,936.300885,690.7433628
485,485,0.940834912,135,412.9481481,48.27407407,no,412.9481481,48.27407407,412.9481481,48.27407407
485,488,0.778361542,89.25,594.2455184,1247.602,yes,595.0414201,1250.017751,594.2419355,1250.129032
485,485,0.70012749,116,710.2155172,706.637931,no,710.2155172,706.637931,710.2155172,706.637931
486,487,0.88632525,112.5,369.6323954,741.3109668,yes,370.2142857,742.015873,369.0505051,740.6060606
486,486,0.929989482,109,602.6055046,1226.844037,no,602.6055046,1226.844037,602.6055046,1226.844037
486,487,0.762539266,94.5,714.8106802,730.0176168,yes,715.1885246,732.3934426,714.4328358,727.641791
486,486,0.932010573,140,798.8857143,1343.907143,no,798.8857143,1343.907143,798.8857143,1343.907143
486,486,0.688595876,149,925.0939597,1029.798658,no,925.0939597,1029.798658,925.0939597,1029.798658
487,487,0.917069547,173,372.1907514,821.1734104,no,372.1907514,821.1734104,372.1907514,821.1734104
487,487,0.298654579,160,410.98125,335.9375,no,410.98125,335.9375,410.98125,335.9375
487,487,0.946242829,199,449.7135678,762.5326633,no,449.7135678,762.5326633,449.7135678,762.5326633
487,487,0.952270981,94,446.8829787,814.7978723,no,446.8829787,814.7978723,446.8829787,814.7978723
487,490,0.869513812,82.33333333,477.9004044,671.724104,no,478.9565217,671.0326087,475.9186047,672.1976744
487,487,0.747886549,130,485.6692308,756.6923077,no,485.6692308,756.6923077,485.6692308,756.6923077
487,487,0.796586849,143,717.1118881,813.1468531,no,717.1118881,813.1468531,717.1118881,813.1468531
487,487,0.76076763,204,919.877451,1024.279412,no,919.877451,1024.279412,919.877451,1024.279412
487,488,0.85620271,82.5,918.6833333,955.47,no,920.6333333,954.7666667,916.7333333,956.1733333
487,487,0.880698021,110,929.2272727,1045.6,no,929.2272727,1045.6,929.2272727,1045.6
488,504,0.651927451,145.3333333,420.6071263,87.54186894,yes,417.0691824,93.69811321,428.9270073,81.42335766
488,488,0.654551826,204,688.8088235,1266.960784,no,688.8088235,1266.960784,688.8088235,1266.960784
488,488,0.904000796,90,923.9222222,686.0555556,no,923.9222222,686.0555556,923.9222222,686.0555556
488,488,0.681709898,144,924.875,1311.958333,no,924.875,1311.958333,924.875,1311.958333
489,495,0.857114292,163,601.2619236,997.33007,yes,601.6772908,1006.302789,604.1964286,988.7053571
489,489,0.646965321,131,607.0534351,726.8473282,no,607.0534351,726.8473282,607.0534351,726.8473282
489,489,0.544441855,124,905.8951613,1026.709677,no,905.8951613,1026.709677,905.8951613,1026.709677
490,530,0.722255887,146.2352941,498.1817042,247.2907715,yes,497.9150327,247.5163399,496.4928571,240.2428571
490,490,0.676662272,229,847.419214,421.2620087,no,847.419214,421.2620087,847.419214,421.2620087
491,491,0.727240665,138,491.2318841,575.0072464,no,491.2318841,575.0072464,491.2318841,575.0072464
491,491,0.934745071,169,893.9171598,1206.47929,no,893.9171598,1206.47929,893.9171598,1206.47929
491,491,0.827339985,132,901.4090909,669.0227273,no,901.4090909,669.0227273,901.4090909,669.0227273
491,491,0,647.5,594.0833333,741.1666667,no,594.0833333,741.1666667,594.0833333,741.1666667
492,492,0.790458702,143,213.5104895,389.3986014,no,213.5104895,389.3986014,213.5104895,389.3986014
492,493,0.872240393,89,227.8073593,1345.137446,yes,228.3571429,1345.714286,227.2575758,1344.560606
492,492,0.488965989,150,409.8666667,336.1466667,no,409.8666667,336.1466667,409.8666667,336.1466667
492,492,0.961712005,138,447.2826087,816.9927536,no,447.2826087,816.9927536,447.2826087,816.9927536
492,492,0.748784732,228,591.9692982,1014.54386,no,591.9692982,1014.54386,591.9692982,1014.54386
492,492,0.299445316,198.5,465.8,751,no,465.8,751,465.8,751
493,503,0.842374227,361.2,186.4393534,1111.8521,yes,186.0455581,1109.416856,186.5983146,1112.853933
493,493,0.669302915,135,478.6222222,720.7111111,no,478.6222222,720.7111111,478.6222222,720.7111111
493,498,0.617198445,201,589.1243521,687.6406877,no,588.6960784,687.3529412,589.6502463,687.9458128
493,493,0.840308279,122,596.9262295,962.0245902,no,596.9262295,962.0245902,596.9262295,962.0245902
493,493,0.688528408,226,686.3097345,707.2699115,no,686.3097345,707.2699115,686.3097345,707.2699115
493,497,0.668840665,121.3333333,693.7943954,1246.883394,yes,690.0085106,1253.008511,698.106383,1238.531915
493,493,0.932152702,127,898.7637795,1342.267717,no,898.7637795,1342.267717,898.7637795,1342.267717
493,493,0.899239885,129,905.8527132,1273.155039,no,905.8527132,1273.155039,905.8527132,1273.155039
493,495,0.539784007,87.75,358.1333333,1002.25,yes,357,1005.75,359.2666667,998.75
494,494,0.643262386,183,373.7978142,704.0218579,no,373.7978142,704.0218579,373.7978142,704.0218579
494,497,0.933226151,122.5,595.9158163,743.6734694,yes,596.3418367,747.6530612,595.4897959,739.6938776
494,512,0.737682938,220.2666667,847.3063229,419.7969218,no,846.4439462,419.9775785,847.0338164,419.8695652
494,513,0.751107174,201.3333333,989.3810937,1058.495722,no,988.227027,1057.551351,990.1073171,1058.897561
495,495,0.874209108,185,61.58918919,792.9675676,no,61.58918919,792.9675676,61.58918919,792.9675676
495,496,0.59525639,187.5,368.6324189,808.9597999,yes,367.2261905,811.2142857,370.0386473,806.705314
495,496,0.760491908,126,370.4949843,724.1920585,yes,371.8060606,728.6484848,369.183908,719.7356322
495,495,0.890856214,124,1045.951613,131.2903226,no,1045.951613,131.2903226,1045.951613,131.2903226
495,495,0.590402158,170,488.3333333,742.25,no,488.3333333,742.25,488.3333333,742.25
496,496,0.781217569,97,701.7835052,741.1340206,no,701.7835052,741.1340206,701.7835052,741.1340206
496,496,0.723348623,124,705.0080645,1209.379032,no,705.0080645,1209.379032,705.0080645,1209.379032
496,497,0.945016954,93,1046.868056,134.130848,no,1046.333333,133.122807,1047.402778,135.1388889
497,500,0.663664884,82.5,388.4659299,626.7941176,yes,387.0840336,627.5882353,389.8478261,626
497,503,0.822577803,103.6,599.94751,1224.630253,yes,600.3817204,1238.370968,604.5714286,1212.595238
497,497,0.582008495,213,708.5305164,713.3568075,no,708.5305164,713.3568075,708.5305164,713.3568075
498,503,0.759041851,155,421.0752791,162.9050212,yes,421.5205479,165.0684932,421.1456954,158.781457
498,498,0.667110465,93,487.3763441,838.5591398,no,487.3763441,838.5591398,487.3763441,838.5591398
498,502,0.603590579,103.6666667,616.0605452,988.5353269,yes,613.8181818,993.030303,615.8333333,986.09375
498,499,0.808126052,106.5,714.0206313,1204.128196,no,714.4150943,1203.433962,713.6261682,1204.82243
498,499,0.804458227,106,711.4673981,1255.59901,no,711.3762376,1255.19802,711.5585586,1256
498,501,0.738134017,116,717.9456845,700.5453869,yes,715.797619,711.8095238,720.09375,689.28125
498,498,0.895039505,117,925.6495726,1200.153846,no,925.6495726,1200.153846,925.6495726,1200.153846
498,498,0.550977465,144,942.7847222,1335.958333,no,942.7847222,1335.958333,942.7847222,1335.958333
499,499,0.707983265,124,137.1290323,1328.314516,no,137.1290323,1328.314516,137.1290323,1328.314516
499,499,0.945936128,112,373.375,763.2232143,no,373.375,763.2232143,373.375,763.2232143
499,499,0.462502035,149,411.6375839,335.4026846,no,411.6375839,335.4026846,411.6375839,335.4026846
499,499,0.962867177,208,480.6682692,755.1346154,no,480.6682692,755.1346154,480.6682692,755.1346154
499,499,0.910158787,92,716.6086957,1343,no,716.6086957,1343,716.6086957,1343
499,500,0.899747786,120.5,954.5821803,1034.96195,yes,954.0888889,1045.933333,955.0754717,1023.990566
500,502,0.886225654,77,723.0601729,925.8054581,yes,722.3789474,936.3052632,724.4197531,909.1111111
500,500,0.440531295,236,818.6694915,1328.525424,no,818.6694915,1328.525424,818.6694915,1328.525424
500,500,0.83899171,99,942.1010101,1271.313131,no,942.1010101,1271.313131,942.1010101,1271.313131
500,501,0.902305539,99.5,961.3460133,977.3149502,yes,961.5348837,978.744186,961.1571429,975.8857143
500,501,0.680590268,78.5,960.7468553,956.631613,yes,961.1603774,956.5377358,960.3333333,956.7254902
500,500,0.791741359,116.5,453.1428571,765.2857143,no,453.1428571,765.2857143,453.1428571,765.2857143
501,503,0.773726753,180.5,407.80074,9.126197494,yes,406.5054348,9.760869565,409.0960452,8.491525424
501,501,0.858050115,127,723.7401575,755.5511811,no,723.7401575,755.5511811,723.7401575,755.5511811
501,501,0.862938242,100,960.34,1045.96,no,960.34,1045.96,960.34,1045.96
501,501,0.701720795,190,980.9263158,738.2894737,no,980.9263158,738.2894737,980.9263158,738.2894737
501,501,0.794352922,130,978.7153846,766.9615385,no,978.7153846,766.9615385,978.7153846,766.9615385
502,507,0.867162522,314.8,217.2532544,634.4014823,yes,218.8283133,634.6295181,214.9655172,633.0344828
502,502,0.956246673,124,720.1048387,704.516129,no,720.1048387,704.516129,720.1048387,704.516129
502,505,0.360439822,134.3333333,1009.045006,959.7102282,no,1009.902985,960.5895522,1008.518797,958.8646617
503,503,0.750789058,126,362.8492063,1120.150794,no,362.8492063,1120.150794,362.8492063,1120.150794
503,503,0.923331774,100,696.85,1253.27,no,696.85,1253.27,696.85,1253.27
503,503,0.540088706,96,714.9166667,754.375,no,714.9166667,754.375,714.9166667,754.375
503,503,0.893087284,97,717.7525773,791.1958763,no,717.7525773,791.1958763,717.7525773,791.1958763
503,503,0.855626541,95,896.3263158,1278.284211,no,896.3263158,1278.284211,896.3263158,1278.284211
503,503,0.889868337,90,922.8888889,1269.077778,no,922.8888889,1269.077778,922.8888889,1269.077778
503,503,0.888752,90,941.5333333,972.4555556,no,941.5333333,972.4555556,941.5333333,972.4555556
503,503,0.958105048,990,214.25,570.4166667,no,214.25,570.4166667,214.25,570.4166667
504,504,0.877772738,297,602.1784512,986.6430976,no,602.1784512,986.6430976,602.1784512,986.6430976
504,509,0.739758253,252.2,617.0903844,1233.097627,yes,616.5822785,1233.995781,617.5679012,1232
504,512,0.632274364,145.75,674.9146005,391.7651826,no,674.4630872,391.7248322,675.9632353,391.9779412
505,506,0.789532874,90.5,361.0220755,777.9519497,no,362.7641509,775.490566,359.28,780.4133333
505,505,0.597513387,178,413.6966292,157.8932584,no,413.6966292,157.8932584,413.6966292,157.8932584
505,505,0.397041422,163,417.5889571,79.88957055,no,417.5889571,79.88957055,417.5889571,79.88957055
505,509,0.698323225,125,452.0904945,816.3234083,yes,454.3028846,822.6634615,448.5555556,809.1111111
505,516,0.594319237,167,492.0082648,334.6491328,yes,492.2467532,335.7207792,492.7159763,333.9526627
505,520,0.595486695,194.7,588.928469,688.1229657,no,588.7934272,687.3051643,589.026178,688.6701571
505,506,0.608983211,204.5,590.3987797,982.9573626,no,590.9411765,982.1221719,589.856383,983.7925532
505,506,0.83002526,102,692.5915205,906.528655,no,692.9385965,905.7017544,692.2444444,907.3555556
505,510,0.712285734,70.5,830.9554021,769.3297419,no,831.3222222,768.3222222,830.734375,769.921875
505,505,0.931514175,94,902.6276596,895.9468085,no,902.6276596,895.9468085,902.6276596,895.9468085
505,505,0.865204176,126,910.9047619,688.4047619,no,910.9047619,688.4047619,910.9047619,688.4047619
505,510,0.870440053,146.3333333,1044.512142,137.2536912,no,1047.086022,135.6129032,1046.069767,137.8837209
506,528,0.628134618,136.4285714,414.7957971,79.39161038,yes,409.2857143,82.35064935,411.3732394,68.54225352
506,510,0.764597853,154.3333333,409.2542449,155.5308215,yes,408.5962733,160.515528,410.0352113,150.7394366
506,506,0.765146421,165,894.8060606,1124.163636,no,894.8060606,1124.163636,894.8060606,1124.163636
507,510,0.928592285,749.5,207.6499875,567.5984012,yes,207.8123288,568.3164384,207.4876463,566.8803641
507,507,0.368510088,145,408.2137931,332.8068966,no,408.2137931,332.8068966,408.2137931,332.8068966
507,507,0.911257745,120,446.525,765.7,no,446.525,765.7,446.525,765.7
507,507,0.936903664,163,475.3742331,756.3128834,no,475.3742331,756.3128834,475.3742331,756.3128834
507,507,0.626517686,139,468.5611511,671.3956835,no,468.5611511,671.3956835,468.5611511,671.3956835
507,507,0.872616853,92,483.1847826,739.0543478,no,483.1847826,739.0543478,483.1847826,739.0543478
507,507,0.722944871,135,487.5703704,858.2962963,no,487.5703704,858.2962963,487.5703704,858.2962963
507,507,0.831240695,226,898.4557522,989.4336283,no,898.4557522,989.4336283,898.4557522,989.4336283
507,507,0.863581731,192,897.9114583,1290.921875,no,897.9114583,1290.921875,897.9114583,1290.921875
508,508,0.869234258,115,365.0434783,674.1043478,no,365.0434783,674.1043478,365.0434783,674.1043478
508,509,0.856794754,104.5,471.9509561,676.5989152,yes,472.3163265,681.6122449,471.5855856,671.5855856
509,532,0.684283667,365.9545455,180.6080004,1094.015506,yes,177.0349206,1114.2,188.2519084,996.0839695
509,510,0.764909597,163.5,373.6832723,604.7449939,yes,373.3760684,607.1709402,373.9904762,602.3190476
509,509,0.896420198,93,901.9032258,706,no,901.9032258,706,901.9032258,706
510,510,0.90889682,126,110.6984127,156.0079365,no,110.6984127,156.0079365,110.6984127,156.0079365
510,510,0.612857521,195,691.4871795,1249.225641,no,691.4871795,1249.225641,691.4871795,1249.225641
510,510,0.824838868,124,895.1370968,697.6129032,no,895.1370968,697.6129032,895.1370968,697.6129032
