Cell Number,Frame,Vertical Position,Horizontal Position
31,42,843.4545455,1182.909091
137,42,875.9285714,914.8571429
32,42,875.9,1000.3
145,42,876.5,978.5
132,42,949.4545455,433.8181818
126,42,949.3,928.6
129,42,973.6,879.1
164,42,1017.25,263.5
38,42,1020.5,171.4166667
130,42,1028.2,885.1
124,42,1035.1,1261.6
123,42,1040.142857,786.9285714
97,42,585.6923077,550.3076923
52,43,52.1,1286.4
88,43,67.09090909,717.3636364
81,43,130.5555556,399.2222222
83,43,147.625,203.25
84,43,157.4545455,1251.363636
85,43,192.5,1117.25
107,43,213.4166667,398.4166667
103,43,242.5454545,1164.454545
105,43,245.3333333,1278.444444
104,43,292.6666667,1000
7,43,339.4285714,59.14285714
114,43,355.3333333,136.6666667
163,43,362.7692308,845.3076923
91,43,433.7,625.8
11,43,475.3,229.7
115,43,485.7692308,1037.461538
140,43,551.5833333,594.9166667
157,43,564.5833333,1336.666667
135,43,589.4615385,1293.384615
18,43,608.3,538.1
165,43,626.8888889,1172.444444
117,43,631.2857143,1162
116,43,639,767.7272727
112,43,725.6153846,1039
23,43,743.8888889,203.8888889
25,43,779.1666667,476.3333333
158,43,791.5454545,795.9090909
26,43,807.3333333,958.1666667
144,43,816.8333333,24.08333333
144,43,815.6666667,2.166666667
30,43,842,665.25
31,43,841.6,1182.6
137,43,877.4166667,913.1666667
32,43,876.7,1001.6
35,43,956.1666667,728.5833333
149,43,996.3846154,315.3076923
38,43,1018.818182,169.7272727
164,43,1018.555556,261.5555556
130,43,1027.833333,884.1666667
124,43,1035.5,1262.1
160,43,1036.625,242.75
52,44,54.25,1285.875
88,44,66.5,720.125
84,44,154.375,1247.375
166,44,172,96
85,44,191.5,1117.7
167,44,201.2222222,804.4444444
107,44,212.5333333,398.1333333
103,44,236.3076923,1160.461538
105,44,244,1275.833333
125,44,259,275.4444444
155,44,276.0909091,202
104,44,292.5454545,998.6363636
7,44,339.8,59.6
114,44,357.9090909,136.9090909
168,44,359.4,805.4
91,44,431.2222222,622.6666667
11,44,475.8888889,229
115,44,484.1818182,1035.272727
169,44,530.2857143,840.2857143
14,44,552.9,966
140,44,552.5454545,595.0909091
157,44,563.8571429,1331.928571
46,44,579.9166667,335
117,44,629.3846154,1165.923077
116,44,637.1,767.4
153,44,678.25,274.6666667
111,44,686.4615385,1224.307692
23,44,741.75,204
120,44,742,1315.555556
25,44,780.9,476.9
27,44,798.6923077,1145
26,44,806,959.4615385
29,44,831.7333333,433.4666667
30,44,840.25,665.3333333
31,44,839.3333333,1178.555556
137,44,876.8888889,912
32,44,876.5555556,999.1111111
132,44,952.3333333,433.8888889
129,44,973.5,878.2
38,44,1018.727273,169.8181818
130,44,1028.6,884.3
124,44,1035.4,1262.1
123,44,1041,776.25
52,45,52.90909091,1286.727273
88,45,68.58333333,717.5
81,45,130.7,397.4
83,45,148.25,203
84,45,155.125,1240.875
85,45,190.7,1117.2
167,45,201.3571429,804
107,45,211.8181818,398.3636364
105,45,245.4,1261.5
125,45,260.5,274.6666667
155,45,277.9090909,180.7272727
104,45,293.9166667,996.8333333
7,45,340.8571429,59.14285714
114,45,354.3333333,134
168,45,360.6666667,800.6666667
11,45,476,228.4
115,45,483.8,1034.5
13,45,526.8461538,376.9230769
14,45,551.6428571,964.1428571
140,45,552.5384615,593.6923077
157,45,562,1332.272727
46,45,578.6666667,335.6666667
135,45,589.3636364,1275
117,45,628.6666667,1164.75
116,45,640,762.7
153,45,677.2727273,272.9090909
111,45,687.6363636,1218.454545
23,45,741.5,204.125
120,45,743.75,1315.875
25,45,780,476.3076923
27,45,799.2,1145
26,45,806.5454545,959.6363636
144,45,818,24.7
29,45,832.2727273,433
30,45,838.7272727,663.1818182
137,45,877.0909091,911.2727273
32,45,876.8333333,999
132,45,950.5833333,434.5
126,45,949.125,923.5
35,45,958.9,726.6
129,45,971.8333333,876.5
38,45,1018.375,169.875
164,45,1018.545455,252.1818182
130,45,1028.6,883.8
124,45,1035.090909,1260.545455
52,46,52.63636364,1286.545455
88,46,69.66666667,714
81,46,128.6,399.3
84,46,154.5714286,1243.714286
161,46,190,109.5
85,46,194.1,1118.3
95,46,207.1,801.7
107,46,213.2307692,401.0769231
104,46,296.7272727,987.1818182
7,46,341,59.625
114,46,355.4615385,131.6923077
170,46,442.7142857,606.5714286
13,46,526.875,376
14,46,551.25,965.6666667
140,46,551.75,592.8333333
157,46,564.0714286,1330.785714
16,46,566.0833333,691
46,46,579.5555556,332.8888889
135,46,588.9090909,1269.454545
116,46,640.5833333,761.0833333
153,46,678.75,271.375
111,46,690.7272727,1212.909091
23,46,741.625,204
120,46,744,1316
25,46,779.1538462,475.1538462
26,46,807.3636364,956.4545455
144,46,818.1428571,21.57142857
29,46,831.4,432.5
137,46,876.5454545,909.5454545
32,46,876,998.7272727
132,46,951.3846154,435
35,46,959.3333333,724
129,46,973.6363636,876.4545455
149,46,995.1111111,321.2222222
130,46,1028.5,883.7
124,46,1034.272727,1261.363636
123,46,1038.692308,771.8461538
52,47,52.88888889,1285.666667
88,47,68.55555556,713
81,47,130.7777778,396
84,47,155,1235.2
85,47,191.7,1118.4
161,47,190.125,109.5
95,47,207.5384615,799.3076923
107,47,212.1818182,399.8181818
103,47,236.7142857,1159.714286
125,47,259.75,275.8333333
155,47,275.8333333,168.25
136,47,304.4285714,1085.857143
7,47,340.2222222,59.33333333
114,47,356.8461538,131.6923077
171,47,360.8181818,694.4545455
170,47,444.6666667,606.8333333
115,47,483.8181818,1008.272727
13,47,529.5,377.875
14,47,552,966.5
140,47,551.5,590.9166667
16,47,567,690.9
157,47,568.4545455,1329.727273
46,47,580.625,332.375
135,47,587.8333333,1263.75
116,47,641.3636364,757.7272727
153,47,676.75,270.5
111,47,690.0769231,1209.538462
23,47,741.625,204
120,47,744.2222222,1315.888889
25,47,778.8181818,475.4545455
26,47,806.9230769,937.2307692
144,47,816.6666667,23.33333333
29,47,832.7142857,432.2857143
32,47,874.9090909,997.6363636
137,47,878,908.1111111
126,47,947.1428571,918.5714286
132,47,950.4545455,436.7272727
35,47,959.0769231,723.3846154
129,47,973,872.3636364
149,47,995.4444444,315.5555556
130,47,1028.416667,883.5
52,48,54.8,1285.9
88,48,68.42857143,711.2857143
81,48,136,391.25
84,48,158.2,1229.8
85,48,193.4285714,1117.928571
95,48,207.1666667,797.9166667
107,48,212.6666667,398.8333333
103,48,237.375,1161.25
172,48,245.8,1226
125,48,259.8181818,273.4545455
136,48,304.375,1086.25
114,48,354.1,120.3
173,48,372.7,275
170,48,445.6666667,603.6666667
11,48,476.3636364,204.1818182
115,48,484,1009.2
13,48,525.6923077,375.7692308
14,48,553,967.25
140,48,552,592.1818182
141,48,564.5,754.8333333
157,48,568.25,1329.166667
46,48,579.7272727,332.6363636
135,48,587.6666667,1260.333333
116,48,640.1666667,756
153,48,672.6363636,267.5454545
111,48,689.6153846,1209.307692
23,48,740,203.4
120,48,745,1315.75
25,48,779.5,468.5
26,48,807.5555556,939.5555556
144,48,815.9285714,25.28571429
29,48,831.4166667,432.3333333
30,48,844.4,649
32,48,876.0909091,997.8181818
137,48,880.2307692,905.1538462
48,48,889.1428571,267.1428571
132,48,951.4545455,435.8181818
35,48,958.7857143,724.2857143
129,48,972,870.8181818
130,48,1028,883
123,48,1037.75,759.6666667
52,49,52.88888889,1285.555556
88,49,68.33333333,711.7777778
81,49,124,389.4
84,49,156.6666667,1225.333333
85,49,193.25,1117.333333
95,49,208.125,796.375
107,49,212.3076923,398.4615385
172,49,245.25,1226
125,49,260.6153846,274.0769231
114,49,352.5,118.8333333
11,49,476.3,201.1
13,49,526.5384615,375.9230769
14,49,551.5,966.2857143
16,49,568.0714286,692.0714286
141,49,563.375,756
46,49,579.3333333,333.8333333
135,49,589.7142857,1245.214286
174,49,615.6666667,1335.916667
116,49,639,757.1
153,49,676.2,266.2
111,49,689.9090909,1205.545455
23,49,740.1,203.6
120,49,743.1111111,1311.111111
25,49,781.9411765,466.2941176
26,49,807,935.2222222
144,49,817.0909091,24.18181818
29,49,830.1666667,433.3333333
30,49,844.1818182,647.5454545
32,49,875.5454545,996.6363636
137,49,879.75,903.5833333
48,49,888.875,266.5
126,49,947.6363636,917.0909091
132,49,950.7272727,436.1818182
35,49,959.1666667,722.3333333
129,49,971.6363636,870.5454545
130,49,1028.090909,881.3636364
52,50,53.5,1286.625
88,50,67.66666667,713.3333333
81,50,125,389.25
83,50,149.625,200.125
84,50,158.8888889,1221
161,50,189.6666667,108.7777778
85,50,191.7142857,1119
95,50,207.1818182,794.7272727
107,50,210.2727273,395.6363636
172,50,245.6363636,1221.636364
125,50,259.6666667,273.3333333
104,50,296.5714286,957.5714286
114,50,353.2,116.5
173,50,372.8461538,260.9230769
11,50,473.4545455,199.1818182
13,50,526.6923077,375.1538462
14,50,550.875,965.375
141,50,562.6666667,756.1111111
46,50,579.4,335.4
135,50,589.4285714,1242.642857
174,50,619.2222222,1330.555556
175,50,633.1666667,1121
116,50,638.9230769,755.4615385
153,50,673.0909091,265.8181818
111,50,689.7692308,1201.692308
23,50,740.3333333,203.25
25,50,781.2666667,466
26,50,805.3846154,936.5384615
144,50,815.7777778,23.22222222
29,50,830.7142857,434.5714286
30,50,844,647.25
32,50,875.1428571,996.6428571
137,50,879.6363636,902.5454545
48,50,888.8888889,265.7777778
126,50,947.8888889,914.5555556
132,50,953,435.8181818
35,50,959.5,721.6
129,50,972.4545455,871
130,50,1030.333333,879.25
124,50,1036.285714,1260.285714
52,51,52.83333333,1286.833333
88,51,67.91666667,712.75
81,51,127.8333333,387.5
84,51,157.5,1215
85,51,192.25,1116.75
107,51,212,396.6
95,51,211,795
103,51,240,1158.083333
125,51,259.6923077,272.6153846
176,51,284.4285714,156.5714286
114,51,353.0909091,113.6363636
177,51,371.1428571,197.4285714
11,51,473.875,193.875
115,51,481.9166667,981.75
13,51,526.4166667,375.3333333
14,51,552.2857143,966.3571429
141,51,565,755.2222222
46,51,580,334.4166667
174,51,620.4,1325.6
153,51,670.8181818,259.9090909
111,51,689.9,1200.7
23,51,740.1818182,202.2727273
120,51,745.7272727,1309.272727
25,51,782.3636364,464
26,51,805.3636364,934.3636364
144,51,818.875,23.5
29,51,830.0769231,433.7692308
30,51,844.2222222,646.4444444
32,51,876.1111111,997.7777778
137,51,880.6666667,903.25
48,51,888.4285714,265.1428571
132,51,952.4285714,434.5714286
129,51,971.6666667,866.3333333
149,51,995.3,320.4
38,51,1016.454545,169.9090909
130,51,1031.444444,877.4444444
124,51,1036.111111,1261.444444
178,51,1037.4,1187.1
88,52,68.75,709.75
84,52,155.7777778,1209.111111
85,52,193.3333333,1117.222222
107,52,212.1538462,396.6153846
95,52,210.8571429,788.8571429
125,52,257.7,273.3
104,52,297.7142857,940
136,52,302.625,1069.875
114,52,353.5454545,114.1818182
177,52,371.1111111,189.7777778
179,52,452.625,567
11,52,471.2727273,187.9090909
13,52,525.8,376
14,52,553.0714286,968.2142857
16,52,565.9090909,690.7272727
141,52,565.1666667,754.6666667
46,52,579,334.3571429
174,52,620.0909091,1321.818182
153,52,672.1111111,255
111,52,689.9,1200.2
23,52,740.5454545,202.3636364
120,52,746.2727273,1308.545455
25,52,781.8181818,460.5454545
26,52,804.6363636,935
144,52,818.8,22.9
29,52,831.8181818,432.5454545
30,52,844.3333333,647.25
137,52,881.375,904
32,52,879.25,994.625
132,52,952.1111111,437.1111111
35,52,955,718.1666667
129,52,972.0909091,868.1818182
149,52,995,319.6
180,52,1005.333333,267.1111111
130,52,1033.125,873.625
124,52,1035.5,1260.375
178,52,1038.833333,1190.25
52,53,51.7,1285.5
88,53,68,712.0833333
181,53,101.3333333,1310.583333
85,53,192.4444444,1118.777778
107,53,211,396.6
103,53,240.4,1157.7
125,53,258.5555556,270.4444444
7,53,340.125,59
114,53,352.9,114.4
179,53,455.25,563.25
11,53,473.6363636,184.7272727
13,53,528,373.9166667
14,53,553.5714286,966.2857143
182,53,565.5,1245.875
16,53,568.9090909,692
183,53,579.8,513.2666667
46,53,579.9090909,334.3636364
135,53,589.8333333,1226.25
18,53,609.1666667,523.1666667
116,53,642.1111111,744.4444444
116,53,641.1111111,728.5555556
184,53,682.4,969
112,53,725.3636364,1038.545455
23,53,740.3333333,202.5555556
27,53,800.9090909,1142.727273
26,53,805.9375,932.9375
144,53,818.25,25.125
29,53,830.5714286,433.4285714
30,53,843.8333333,647
31,53,843.5555556,1153.333333
48,53,888.5714286,266.2857143
185,53,916.9090909,944.2727273
35,53,957.8888889,719.4444444
129,53,971.6428571,869.6428571
186,53,1014.727273,209.3636364
130,53,1028.4,869.1
178,53,1037.769231,1189.692308
123,53,1039.916667,735.9166667
52,54,52.16666667,1287.5
187,54,59.33333333,367.1111111
88,54,68.23076923,712.0769231
188,54,98.08333333,172.5833333
181,54,100.2307692,1311.307692
81,54,127.8888889,388.6666667
83,54,143.6,201.4
85,54,193.1111111,1118
107,54,211.9375,397.75
95,54,215,777
103,54,238.875,1158.5
125,54,258.3333333,269.4444444
114,54,351.9230769,113.5384615
11,54,475.125,183.375
13,54,526.6428571,375.0714286
14,54,550.7692308,966.9230769
141,54,564.7777778,756.5555556
46,54,579,334.2
174,54,618.1818182,1318.727273
116,54,642,737.5
153,54,669.5384615,247.3076923
189,54,689.0833333,973
111,54,689.4615385,1199.076923
23,54,742.6,202.5
120,54,746.4444444,1301.777778
26,54,806.6666667,928.8333333
144,54,818.875,25.125
30,54,844.1818182,645.4545455
32,54,876.25,978.9375
137,54,881.3333333,902
48,54,887.6666667,266
190,54,934,123.5714286
132,54,950.1538462,437.6153846
149,54,993.8181818,320
180,54,1004.647059,262.1764706
191,54,1016.285714,461
130,54,1029.5,857.4166667
124,54,1033.545455,1258.454545
123,54,1037.538462,733.4615385
178,54,1037.714286,1188.857143
52,55,49.9,1286.8
88,55,68.2,711.2
188,55,95.9,173.1
181,55,100.6428571,1311.785714
81,55,130.1333333,388.1333333
83,55,142.8333333,202
85,55,192.3,1116.9
107,55,212.3125,398.3125
95,55,214.4545455,772.6363636
103,55,239,1157.875
192,55,247.5833333,1101.583333
125,55,256.9166667,268.5833333
136,55,304,1056.5
7,55,341,58
179,55,456.7,546.5
11,55,471.5833333,167.9166667
13,55,527.6666667,374.75
193,55,530,840.3333333
14,55,551.5384615,965.6923077
182,55,563.75,1244.083333
16,55,567.3636364,691.3636364
141,55,565.25,754.5
46,55,579.6666667,333.8888889
174,55,617.3333333,1317.25
116,55,641.625,737.625
153,55,669.1818182,246.5454545
189,55,692.25,976.5625
111,55,689.8888889,1193.444444
23,55,742.1111111,201.6666667
120,55,745.8333333,1299.166667
144,55,816.8333333,23.33333333
30,55,844.5454545,644.2727273
32,55,874.625,977.25
48,55,889,266.125
190,55,932.875,120.25
132,55,951.75,436.875
35,55,960.0833333,705.8333333
149,55,994.8,319.4
180,55,1004.642857,261.4285714
130,55,1029.090909,856
178,55,1032.923077,1163.461538
124,55,1033.076923,1256.769231
123,55,1037.923077,728.9230769
52,56,51,1286.166667
187,56,63.91666667,340.5833333
88,56,68.14285714,710.5
188,56,95.8,172.6
181,56,100.5,1311.857143
81,56,129.8,388.2
83,56,143.2857143,202.2857143
85,56,191.8,1115.7
107,56,212.3846154,398.7692308
95,56,212.9,768.4
103,56,244,1161.5
125,56,256.4166667,269.3333333
136,56,304.5714286,1050.571429
114,56,357.6666667,87.08333333
179,56,457,545.7777778
11,56,472.2857143,166.1428571
194,56,490.3333333,944.6666667
13,56,527.5714286,375.8571429
14,56,552.4615385,967.6923077
195,56,550.9090909,548.0909091
16,56,566.6153846,691.7692308
141,56,566.125,755.75
46,56,578.5833333,334.75
135,56,589.1111111,1207.777778
174,56,618.7272727,1317.090909
196,56,639.875,1099.25
197,56,695.5833333,974.25
112,56,724.9,1036.7
112,56,726.8,1015.3
198,56,794.5454545,775.0909091
27,56,798.6923077,1143.307692
199,56,807.5,814
26,56,807.5384615,912.8461538
144,56,815.7142857,23
132,56,952.1,437.4
35,56,960.2727273,703.5454545
38,56,1013.636364,171.2727273
200,56,1033.444444,130.8888889
124,56,1034.545455,1259.909091
123,56,1039,728.4444444
178,56,1033.714286,1153.285714
135,56,589.2222222,1206.555556
52,57,52,1286.615385
88,57,68.83333333,711.25
188,57,95,174
181,57,99.84615385,1311.538462
81,57,122.8888889,386.2222222
83,57,145.2222222,202.4444444
84,57,155.8888889,1182.666667
85,57,191.7,1116.9
107,57,211.8333333,399.3333333
95,57,211.4285714,764.1428571
103,57,243.1538462,1162.153846
192,57,248.4166667,1082
125,57,256.25,267.8333333
104,57,293.7272727,916.1818182
179,57,458.6666667,542.1111111
11,57,471.6363636,159.6363636
13,57,526.0714286,376.6428571
193,57,530.6666667,840
195,57,550.1,546.9
201,57,558.2,971.4
16,57,568.0909091,692.2727273
202,57,573.2,1194.9
46,57,579.4615385,335.0769231
203,57,592.7142857,633
174,57,620.4615385,1306.615385
116,57,642.1111111,740.3333333
196,57,639,1094.818182
153,57,677.4,241.7
111,57,686.4545455,1180.454545
23,57,739.9,202.8
120,57,744.9090909,1296
26,57,807.7,910.6
144,57,816.7142857,26.14285714
30,57,846.6666667,625.3333333
137,57,882.4,902.2
48,57,889.25,266.75
190,57,931.1818182,112.2727273
132,57,952.4545455,437.9090909
35,57,958.0909091,701.3636364
130,57,1029.636364,857
178,57,1030.833333,1149.166667
124,57,1033.888889,1258.555556
123,57,1039.5,725.3333333
52,58,53.28571429,1285.142857
88,58,69.15384615,711.1538462
181,58,96.375,1314.875
188,58,98.11111111,174
81,58,132.1428571,387.4285714
83,58,143.5,201.875
84,58,156.5555556,1180.222222
85,58,192.5384615,1116.076923
107,58,210.9411765,397.5294118
95,58,210.5454545,757.5454545
103,58,242.25,1160.5
125,58,256.1666667,264.4166667
104,58,290.6363636,913.6363636
204,58,298.1111111,1032.555556
179,58,457.625,542.75
11,58,472.3571429,150.3571429
13,58,526.5833333,377
195,58,552.0909091,548.0909091
16,58,567.3636364,692.0909091
203,58,592.5555556,622.6666667
205,58,628.5,1084.666667
116,58,642.5,744.1666667
153,58,670.7142857,236.6428571
111,58,686.9,1177.4
23,58,742.3,201.5
120,58,745.3125,1294.375
26,58,808.0714286,912.4285714
144,58,816.6666667,24.11111111
30,58,846.7272727,620
32,58,875.6153846,966.9230769
48,58,889,266.3333333
190,58,932.7,112.2
132,58,952.5,436.3333333
35,58,957.6923077,701
149,58,994.3076923,310.3076923
180,58,1003.538462,248.0769231
130,58,1029.2,856.5
178,58,1029.230769,1149.384615
200,58,1033.615385,117.0769231
124,58,1032.25,1258.75
123,58,1039.583333,717.9166667
206,59,62.16666667,306.8333333
88,59,68.76923077,710.0769231
81,59,133.3636364,388.5454545
83,59,142.875,203.75
84,59,155.5454545,1168.818182
85,59,192.6153846,1115.615385
107,59,212.7333333,399.3333333
95,59,213,755.125
103,59,244.6153846,1162.692308
192,59,244,1070.5
125,59,259,260.6363636
207,59,283,110.7777778
179,59,456.5714286,530.1428571
11,59,472.6666667,148.8333333
194,59,486.1818182,927.2727273
13,59,526.0769231,374.5384615
195,59,550.0909091,547
16,59,566.4166667,691.75
141,59,567.3,756.7
46,59,579.7,335.9
208,59,594.6923077,484.6153846
203,59,594.25,622.5
174,59,620.8888889,1295.111111
209,59,622.0909091,1084.818182
116,59,642.1818182,734.4545455
153,59,670.6666667,230.75
111,59,687.9090909,1173.454545
197,59,694.8461538,953.7692308
23,59,741.8571429,202.4285714
120,59,745.8,1292.8
26,59,807.5454545,909.9090909
144,59,817.5384615,24.61538462
30,59,844.375,621.375
32,59,876.1538462,964
48,59,887.1111111,266.3333333
190,59,931.25,104.1666667
132,59,951.75,437.1875
35,59,957.7272727,699.9090909
130,59,1028.727273,856
178,59,1028.8,1133.7
124,59,1034.222222,1258.777778
200,59,1036.181818,110
123,59,1039.25,713.4166667
52,60,53.54545455,1287.727273
88,60,72.33333333,708.2222222
181,60,100.5833333,1310.333333
83,60,144,205.4444444
84,60,157,1164
85,60,191.4,1114.6
107,60,211.3571429,397.2857143
95,60,211.8888889,753.6666667
103,60,244.2727273,1162.909091
192,60,242.4,1066.1
125,60,258.5,260.125
210,60,273,195.3333333
179,60,455.5833333,527.9166667
194,60,486.6666667,928.7777778
211,60,544.7272727,948.6363636
195,60,554.1818182,527.8181818
201,60,559.0909091,971.7272727
212,60,565.75,1161.083333
16,60,566.5384615,691.2307692
46,60,578.8181818,333.9090909
213,60,589.4,482.3333333
135,60,589.9090909,1179.363636
174,60,618.3076923,1288
209,60,621.8181818,1076
116,60,642.9166667,738.9166667
153,60,672.2,229.4
214,60,781.3636364,425.0909091
198,60,792.4,762.8
27,60,799.7857143,1143.571429
26,60,808.5,909.3
29,60,830.0909091,433.7272727
32,60,877.5,961.9
137,60,884.6428571,901.8571429
185,60,920.3333333,923.2222222
126,60,946.1818182,897.7272727
149,60,989.0909091,291.9090909
215,60,993.3636364,1208.636364
180,60,1002.833333,239.25
38,60,1013.181818,171.2727273
216,60,1014.111111,430
130,60,1028,855.4545455
178,60,1029.25,1132.583333
200,60,1033.8,96.8
84,60,157,1165.142857
52,61,52.3,1285.3
88,61,73.2,708.1
181,61,101,1309.384615
84,61,155.1111111,1160.888889
85,61,193,1114.3
107,61,211.5,398.625
95,61,209,745.1111111
103,61,244.2142857,1161.785714
192,61,243.6153846,1065.846154
125,61,258.8888889,259.1111111
210,61,273.9090909,187.8181818
217,61,288.2142857,105.0714286
218,61,291.5555556,878.5555556
179,61,455.0833333,525.5833333
11,61,475.4444444,142.8888889
194,61,483.8333333,928.9166667
13,61,526.9285714,375.2142857
195,61,552.5,520.1
219,61,561.5555556,104
16,61,567.0714286,692.5
141,61,565.5454545,754.8181818
213,61,591.9411765,482
203,61,596,597.2142857
174,61,618.2,1284.1
116,61,643.5454545,735.4545455
153,61,680.7777778,228.2222222
111,61,688.2727273,1168.818182
23,61,740.6,201.5
26,61,810,908.9
144,61,816.9166667,24.83333333
30,61,844.9090909,617.0909091
32,61,877.5714286,962.5714286
220,61,937.8888889,92.44444444
132,61,953,436.8181818
35,61,959.9090909,691.5454545
180,61,1001.090909,233
186,61,1015.538462,180.0769231
130,61,1028.538462,855.3076923
178,61,1029.538462,1131.615385
200,61,1033.5,89.2
124,61,1034.3,1258.4
123,61,1038.428571,709.4285714
221,62,4.625,358.625
206,62,65.08333333,278.25
88,62,68.90909091,709
188,62,95,172.4166667
181,62,101.3636364,1310
81,62,130.8,386.8666667
83,62,143,202.25
84,62,151.6,1158
85,62,192,1116.5
95,62,208.6,742.2
107,62,210.6153846,396.9230769
103,62,243.5,1163
192,62,243,1060.666667
125,62,262.5555556,241.8888889
210,62,268.1818182,186.6363636
217,62,288.0833333,104.3333333
218,62,290.9,877.1
222,62,293.125,996.875
179,62,455.7142857,521.9285714
11,62,473.1818182,140.7272727
194,62,487.1538462,926.5384615
13,62,527.0769231,375.3076923
193,62,530,840.7142857
195,62,553.6923077,515.8461538
219,62,564.3,89.4
16,62,567.3846154,692.1538462
141,62,566.3333333,755.1111111
46,62,578.5833333,331.3333333
203,62,595.3333333,591.2222222
174,62,617.7272727,1277.727273
116,62,644.3333333,728.4166667
153,62,672.8,216.6
197,62,690,934.1
111,62,686.1538462,1161.846154
23,62,741.5454545,200.8181818
26,62,810.7,908.5
144,62,817.5454545,24.27272727
32,62,878.9166667,957.6666667
220,62,936,88
126,62,946,890.2
132,62,952,436.2727273
35,62,960.4,687.1
129,62,970,848.5555556
149,62,994.7,316.9
186,62,1018,181.6428571
130,62,1029.222222,855.5555556
178,62,1032.111111,1129.888889
124,62,1034.166667,1258.333333
123,62,1037.928571,710
200,62,1036.909091,72
223,62,613.4,1074.8
52,63,52.28571429,1283.857143
206,63,62.55555556,263.4444444
88,63,67.1875,708.5625
188,63,94.53846154,174.5384615
181,63,101,1310
81,63,128.7857143,386.1428571
83,63,147,202.4615385
224,63,187.8333333,114.8333333
85,63,192.8333333,1117
95,63,206.9090909,735.6363636
107,63,211.6,397.6
103,63,243.8181818,1162.454545
192,63,245.2727273,1054.909091
125,63,261.5384615,239.7692308
210,63,270,181.0769231
217,63,288.2142857,103.9285714
218,63,290.6363636,870.1818182
222,63,292,991.7
179,63,455.1538462,520.4615385
11,63,474.0833333,136.3333333
194,63,490.25,909.4166667
13,63,527.0769231,375.2307692
211,63,544.6666667,946.5555556
225,63,548.7777778,285.6666667
195,63,553,515.4166667
201,63,558.7272727,969.8181818
16,63,567.5384615,692.3076923
212,63,570.3333333,1156.833333
226,63,606.8181818,1081.363636
227,63,610,478.3333333
223,63,612.9,1068.6
174,63,617.2222222,1277.666667
197,63,692.6666667,933.1666667
112,63,725.7777778,1035.888889
112,63,727.8,1014.733333
120,63,744.9090909,1267.636364
198,63,795.9166667,746.75
199,63,805.5833333,795
26,63,810.3846154,904.5384615
144,63,817.6428571,25
228,63,840.9,1120.4
137,63,884.1818182,902.0909091
132,63,951.6923077,434.7692308
129,63,969,847.9
149,63,989.5454545,286.6363636
149,63,994.2222222,316.8888889
186,63,1017.583333,172.8333333
130,63,1028.4,854.1
178,63,1031.090909,1129.181818
200,63,1034.375,71
221,64,2.857142857,335.8571429
52,64,51.66666667,1283.666667
88,64,68.53333333,707.2
188,64,95.25,172.9166667
181,64,101.0909091,1309.727273
81,64,135,383.9
83,64,147.0769231,200.6153846
224,64,187.6363636,117.1818182
95,64,208.6428571,728.0714286
107,64,211.5,397.7142857
103,64,243.0714286,1164.357143
192,64,246.25,1050.75
125,64,256.2307692,233.0769231
210,64,273.5833333,173.25
217,64,285,95.69230769
218,64,291.1111111,870.8888889
222,64,291.8,990
7,64,340.1111111,62
11,64,473.4444444,127.1111111
194,64,488.4166667,909.3333333
13,64,527.5882353,374.8823529
225,64,546.4545455,283.7272727
16,64,567.0833333,692.0833333
46,64,579.7,333.6
203,64,594.3333333,576.6666667
116,64,644.25,724.3333333
153,64,672.6,203.7
111,64,686.1,1160.5
197,64,693.3636364,931.2727273
23,64,741.5384615,201
120,64,745.3,1266.3
26,64,809,904.25
144,64,816.5833333,23.16666667
30,64,844,605.6666667
32,64,877,953.2857143
48,64,889.125,266.375
220,64,937.25,81.08333333
132,64,952.2727273,431.7272727
35,64,960.4444444,681
149,64,994,314.5
130,64,1029,853
200,64,1035.333333,64.73333333
52,65,52.35714286,1284.714286
88,65,68.25,706.5833333
181,65,100.8,1309.1
83,65,146.5555556,204
107,65,211.1538462,399
125,65,262.7142857,228.4285714
210,65,275.6363636,170.8181818
7,65,339.6,59.2
11,65,472.3846154,122.3076923
194,65,488.8181818,908.3636364
13,65,527,374.3333333
225,65,545.6666667,280.6666667
16,65,566.7857143,692.5714286
46,65,580.2,333.3
203,65,597.7692308,572.3076923
174,65,617.3636364,1266
116,65,642.5454545,724.2727273
153,65,668.3076923,198
111,65,688.25,1151.25
197,65,693.9090909,917.5454545
112,65,725.1428571,1028.214286
23,65,740.3333333,199.5
120,65,745.6666667,1269
214,65,783.1428571,404.4285714
26,65,807.5714286,902
144,65,817.9090909,23.36363636
29,65,829.3571429,432.5
48,65,888.5,267.1666667
220,65,936.5454545,76.54545455
132,65,952.3571429,431.3571429
35,65,960.7777778,681
149,65,994.2727273,314.0909091
130,65,1029,853.125
200,65,1035.272727,61.09090909
52,66,51.23076923,1284.538462
88,66,69.63636364,705.5454545
229,66,83.55555556,1180.444444
181,66,100.8333333,1309.916667
230,66,121.8571429,1237
81,66,136.7272727,388.1818182
83,66,144.4285714,204.2857143
107,66,210.6363636,398.3636364
231,66,458.7272727,489.4545455
11,66,472.2307692,121.8461538
194,66,488.5555556,893.6666667
13,66,527.0588235,374.3529412
193,66,531.7142857,839.2857143
225,66,549.8,278.7
195,66,552.2307692,497.7692308
16,66,567.1666667,693
232,66,565.125,57.125
